90627.67364116594;187500.0;-7906.66138013141;-17389.903055417904;-21171.01355445547;-35667.840918045156;-16231.479195532704;-25068.95662176092;
89371.1926783553;187500.0;-6896.094309818067;-15963.973517891589;-19665.444751434894;-34294.683849177825;-14782.952044362075;-23082.221815850953;
88891.34542838877;187500.0;-5719.632592157435;-14710.085357437774;-18047.156101126206;-33476.185318968935;-13210.842098098052;-20696.95540630286;
90092.03643703896;187500.0;-6564.528532568042;-15951.233023552064;-19320.087947855944;-34719.9481391845;-14428.654543001003;-22333.348969620343;
90742.24868324384;187500.0;-7878.520533862178;-17400.721299734272;-21152.260440857466;-35737.98069214591;-16206.333483020484;-24991.597234201105;
89605.86364339157;187500.0;-7176.742813198903;-16313.08541453903;-20080.44959073658;-34594.39839057904;-15177.437982253789;-23645.77634880261;
88834.92962538358;187500.0;-5800.791776274655;-14754.297107970371;-18144.386189506793;-33446.591609310104;-13295.421099116935;-20862.93946062797;
89846.63663466414;187500.0;-6303.214288141047;-15612.42528109852;-18936.04027462486;-34413.237501768774;-14045.165663381298;-21798.628187016035;
90785.25343957586;187500.0;-7771.6344918769;-17317.95279001627;-21010.550381010817;-35712.63381393359;-16048.060780532454;-24752.098292362487;
89846.7036898975;187500.0;-7437.52061575897;-16648.316877879726;-20456.830615619496;-34883.36174289724;-15522.235992221356;-24151.797491526308;
88807.97342157048;187500.0;-5952.403658915003;-14896.789478872954;-18355.654878098354;-33518.09483982263;-13491.602360201165;-21177.316746391865;
89572.0901575196;187500.0;-6068.118639960127;-15303.837097148551;-18604.429793885924;-34142.64728339282;-13716.95264779957;-21342.496137916583;
90702.19435717993;187500.0;-7567.406602788759;-17124.498441755586;-20748.990267394813;-35615.38137380855;-15785.561893649328;-24348.67165668865;
90068.67886408317;187500.0;-7640.340344946426;-16935.402683663688;-20768.749209493304;-35154.846031051406;-15816.250838786465;-24559.538013880017;
88869.73129150049;187500.0;-6165.684004507542;-15114.115490211903;-18651.368457242068;-33643.62223668364;-13770.932110659136;-21616.014434816174;
89328.56790167904;187500.0;-5886.130736605017;-15039.773588153552;-18333.43724410978;-33873.97931504003;-13449.75989458083;-20991.797267412814;
90586.50172787927;187500.0;-7322.722056236513;-16852.589470456776;-20410.18252494127;-35416.13792373394;-15449.905747163983;-23854.38517980399;
90254.93595062924;187500.0;-7786.073718795028;-17154.092151414414;-21006.214142586487;-35386.54421407512;-16038.203661227664;-24860.90658437092;
88946.17425753764;187500.0;-6410.79323420444;-15386.918531288926;-19016.975941297525;-33857.97546601003;-14116.735949127193;-22132.004455566937;
89080.59764869185;187500.0;-5764.157267112407;-14841.066579945873;-18163.385172293805;-33675.45112078799;-13273.471686061823;-20764.480026302343;
90374.38367299839;187500.0;-7042.341773789141;-16523.437681607924;-20036.126081481707;-35180.32701973045;-15074.530550781556;-23292.685841642124;
90439.2484354077;187500.0;-7893.496202647234;-17324.770072075138;-21188.023231985957;-35580.26678326926;-16198.264503272118;-25054.830319265166;
89160.50513511957;187500.0;-6733.910052050359;-15743.048875695335;-19467.631813005428;-34114.28291967904;-14539.563898988235;-22752.2206607128;
88896.59808833577;187500.0;-5748.242825060228;-14740.528433385902;-18110.232723979083;-33522.29696778023;-13210.685635886864;-20717.250790268277;
90125.13937057726;187500.0;-6772.62327344695;-16174.594005893947;-19636.521594109727;-34894.17998721361;-14674.52373200938;-22724.772718521683;
90558.13736416548;187500.0;-7935.361020012024;-17398.843753200024;-21245.78013965847;-35695.221805002904;-16241.202204370762;-25092.940043561466;
89342.06835533003;187500.0;-7039.0113638653;-16086.304615295485;-19892.292605911804;-34396.47369342729;-14933.848671179852;-23340.51857477648;
88720.82396993923;187500.0;-5766.884179935954;-14692.248665362438;-18129.477575955105;-33441.51776331875;-13220.945086591852;-20775.208863640888;
89835.59487290322;187500.0;-6473.668691357218;-15782.767925592414;-19218.611028028852;-34590.48683529936;-14264.101000321032;-22143.67206617261;
90618.39766721698;187500.0;-7859.812123753086;-17345.043104296103;-21162.81046424037;-35725.12843908411;-16149.582403848459;-24938.89182077549;
89584.87535534803;187500.0;-7305.690026961569;-16414.607037855036;-20285.236273436105;-34680.34084800969;-15310.74378618524;-23881.63195629501;
88673.81825134973;187500.0;-5866.125925317518;-14754.744142859478;-18259.743542640634;-33437.42739408343;-13344.661992151976;-20994.032441858344;
89558.50029689078;187500.0;-6196.440004878045;-15431.331447521621;-18833.06578791926;-34290.10174156448;-13884.36721376982;-21616.7520423832;
90623.65032716398;187500.0;-7695.191525839749;-17207.64693112933;-20958.42611294104;-35668.8690982901;-15939.073674568377;-24617.563142485997;
89815.0983232377;187500.0;-7526.033523801986;-16724.961009616974;-20628.715530480808;-34970.51119452849;-15631.401912141075;-24334.835926870815;
88715.4371995255;187500.0;-6040.201311135449;-14934.943906658162;-18508.496106683746;-33534.143392341546;-13579.154143232601;-21355.37074272284;
89379.10519589248;187500.0;-6004.304409540226;-15154.639202909375;-18534.781758163186;-34001.6748311132;-13587.156067747603;-21214.375938698762;
90576.04111147417;187500.0;-7496.730386821078;-16982.31899527538;-20671.94380425737;-35508.47298007882;-15648.09866524919;-24186.17447449857;
90069.99761700603;187500.0;-7726.1710436548055;-16981.447277241623;-20919.17644967752;-35213.04997361302;-15900.963950272078;-24710.121716275422;
88798.94331681053;187500.0;-6268.904360402151;-15160.227139023202;-18826.78494772732;-33691.074990162255;-13882.087335835378;-21818.588294814625;
89129.61502428235;187500.0;-5831.681887111889;-14892.162667770705;-18285.93978714225;-33766.221555020995;-13343.812625862674;-20887.414620806532;
89650.2095043909;187500.0;-7443.823807695367;-16679.475209650423;-20520.890715228405;-34878.556117839355;-15525.409939934008;-24198.557340926807;
90268.10112811341;187500.0;-7850.804370737597;-17176.06391621398;-21116.341187517784;-35432.32058671959;-16093.859504921378;-24951.252335459274;
88959.58530421082;187500.0;-6538.265232833056;-15465.037878160225;-19207.591618012386;-33921.208551074094;-14249.393552469439;-22359.589917610876;
89548.24084618578;187500.0;-6235.399095463646;-15541.79376861975;-18904.50196319842;-34333.79940197461;-13944.851034265881;-21707.25425568274;
90244.83296213544;187500.0;-6938.517920794239;-16329.446891480315;-19884.402440119084;-35041.70150061864;-14890.173362514182;-23052.9410306145;
90455.56520886008;187500.0;-7911.467005189301;-17304.206467176256;-21211.447860175118;-35597.58938522213;-16192.520104947103;-25059.635944323058;
89178.47593766164;187500.0;-6831.654230553417;-15814.03801608539;-19610.168887396918;-34193.162225861815;-14652.32844976526;-22940.55645949322;
89831.57155890127;187500.0;-6510.973752853126;-15877.338156382819;-19293.1540957873;-34625.91435026102;-14317.096986424565;-22241.751520842496;
88889.9372684881;187500.0;-5760.089249621541;-14967.935081474196;-18213.453079873692;-33715.684260807546;-13266.542645280677;-20777.242872386323;
89211.48946422213;187500.0;-6930.001906156767;-15980.871436699801;-19763.99359273834;-34292.47102647675;-14788.78584966491;-23163.693924390547;
89875.87271641169;187500.0;-7673.711499418199;-17089.89794133877;-20901.205647135455;-35223.130610362365;-15870.0961911793;-24649.21321263471;
88675.76285311734;187500.0;-5771.801563716122;-14666.231234816461;-18141.45811098315;-33425.87154220004;-13234.04320884266;-20798.655843574506;
90074.93735253064;187500.0;-6798.305427826099;-16202.488982974171;-19701.364004774572;-34922.186723016115;-14711.448813849547;-22821.064033635146;
89122.037782912;187500.0;-5908.951867693886;-15181.215427066736;-18443.31841985207;-33930.32806281186;-13481.253502518357;-21067.83790204977;
89661.00539696282;187500.0;-7498.809099055422;-16830.23772600147;-20629.542545025655;-34959.715301956574;-15611.128879920112;-24302.269435199432;
90245.19059004672;187500.0;-7855.721754517765;-17348.99936306469;-21165.67148753065;-35554.003483534274;-16136.707799042202;-25000.157952327485;
88706.92118488804;187500.0;-6103.233230499414;-14998.936951033707;-18597.143125193492;-33581.663201053525;-13672.204455400046;-21495.806753135534;
89373.74077722321;187500.0;-6116.823091128242;-15466.624852016552;-18749.269097956312;-34200.784170721075;-13782.800886964904;-21477.590081404458;
88824.44665723403;187500.0;-6355.226797488546;-15274.556311912098;-18949.65248699814;-33766.53447944337;-14004.418433239274;-22006.72292789494;
88594.91659342249;187500.0;-5962.5737026421675;-14918.738891928066;-18412.98710262622;-33490.17751099796;-13481.745240896375;-21227.898744094222;
89308.60779388044;187500.0;-6025.6726772394995;-15264.654489118397;-18584.670851787432;-34053.86615441634;-13631.88190840267;-21281.565282531417;
89467.12636555749;187500.0;-7288.30036977534;-16536.08876896963;-20300.88249455482;-34668.829699615206;-15294.605826688508;-23870.746656745276;
89652.57878930317;187500.0;-6384.887562380739;-15805.074966558812;-19123.34789316033;-34495.82719753113;-14145.837920408001;-21992.417811443545;
90354.71413787773;187500.0;-7272.29652074534;-16814.926781049584;-20367.423637798267;-35347.42866127833;-15358.710629786328;-23756.99862921222;
90100.91007958772;187500.0;-7802.5916579475;-17196.515762390587;-21048.21307041801;-35376.865908725966;-16032.54866988047;-24881.939575903365;
88955.09260357531;187500.0;-6718.196775698278;-15810.104109061254;-19484.641490535916;-34113.053573733996;-14519.49203246737;-22762.614221884516;
88778.02208400036;187500.0;-6521.300258791478;-15607.932580463003;-19216.599371027874;-33929.255179078005;-14247.828930357568;-22357.600612354352;
89216.2056823022;187500.0;-7025.063875325189;-16191.96131133572;-19913.03502476633;-34386.750684589235;-14932.060531623429;-23348.09581614683;
88464.71768197033;187500.0;-5761.117429866485;-14795.334910790314;-18141.25694528305;-33410.404135036966;-13211.982037065272;-20791.436230115443;
88714.47607451392;187500.0;-5679.0641759710525;-14810.914076675663;-18077.599177074335;-33534.92570339748;-13138.400094318402;-20615.59505648554;
90011.5478052554;187500.0;-6847.658079583416;-16379.246578126738;-19785.428915670982;-34969.01362764998;-14781.40977399466;-22893.126057759055;
90344.29822496155;187500.0;-7832.431236795335;-17425.12940467947;-21152.41690306865;-35665.00224649933;-16112.09852839691;-24909.298111116663;
89000.35488609731;187500.0;-6829.821387508081;-15961.894805657246;-19639.82965228911;-34206.796789979555;-14662.56554872579;-22962.036485914767;
88564.2500000298;187500.0;-5690.351806920982;-14753.000706791963;-18053.52634829597;-33424.6868997439;-13123.178556344337;-20634.258763105725;
89471.48495572626;187500.0;-6284.349415820768;-15679.078183064245;-18968.60676629624;-34397.5689289056;-14000.842154126425;-21775.27061406024;
90363.05133855956;187500.0;-7725.098159920951;-17347.322982230544;-21014.01490140139;-35664.555211610226;-15980.960843677622;-24678.98573624918;
89426.08856273754;187500.0;-7357.903702009166;-16640.78433999829;-20415.077556976983;-34808.52810246088;-15419.485022960309;-24017.03882420526;
88441.89655088146;187500.0;-5897.3066088326705;-14917.822470405397;-18337.169985433815;-33461.81314728417;-13416.209926153413;-21086.233387736487;
89204.89569960782;187500.0;-6040.000145435351;-15358.688278041875;-18625.239267973815;-34112.15950395579;-13673.813781000827;-21308.610893322337;
90331.73654457767;187500.0;-7542.082076320896;-17165.022154453058;-20765.217633869368;-35557.06567252465;-15734.48815756895;-24303.699946844572;
89670.57194358969;187500.0;-7575.989672659597;-16936.36380867527;-20737.85909865607;-35075.31852427942;-15723.91578244159;-24446.30407646943;
88489.72928401582;187500.0;-6109.044684057794;-15139.976458546695;-18628.5473261532;-33589.575718590706;-13694.109164966247;-21520.058395869542;
88925.02950728292;187500.0;-5840.197901749361;-15096.167039414293;-18341.43916862478;-33860.47886138903;-13410.264362128302;-20941.483490643917;
