CH1 ;CH2 ;CH3 ;CH4 ;CH5 ;CH6 ;CH7 ;CH8 
-4792.124604;-3763.743194;-4881.777451;-4089.40811;2745.263606;-32441.9701;-111703.5358;-160147.3209
-3501.557231;-5905.666161;-4279.397938;-6203.592563;3613.606526;-33511.1658;-111051.8707;-160550.1217
-4787.318979;-3194.913649;-4918.680181;-3508.799196;2240.762382;-32393.86915;-111710.0178;-160136.6145
-6312.043227;2382.941828;-5873.256132;2187.922858;-2233.632175;-30666.81691;-112749.6645;-159502.0708
-5139.984803;-2712.540652;-5081.758509;-3040.261929;2053.54417;-32089.14782;-111913.0387;-160016.1833
-3575.362691;-5872.742042;-4302.643752;-6168.120345;3622.301355;-33475.09008;-111077.7317;-160535.9954
-4432.328574;-4193.254315;-4715.167548;-4511.029066;2854.22836;-32755.94506;-111493.8318;-160268.3333
-6221.831587;2049.18558;-5820.550718;1845.874112;-1936.644547;-30767.91385;-112688.6219;-159539.4653
-5470.678862;-1501.165509;-5289.048587;-1816.101589;1130.819455;-31723.138;-112134.1198;-159881.6481
-3724.404123;-5738.497464;-4361.965282;-6035.373334;3621.675506;-33370.39451;-111142.2612;-160494.3094
-4114.218547;-4932.739429;-4548.557645;-5248.189598;3256.962092;-33059.03471;-111316.2471;-160380.8743
-6220.937517;1772.403928;-5798.467195;1543.030327;-1695.648038;-30828.55413;-112667.1866;-159558.0396
-4609.376742;-4401.684332;-4758.395822;-4711.323048;3088.139366;-32701.3621;-111558.9424;-160244.2605
-3655.270178;-5889.952885;-4295.82647;-6186.091147;3602.117729;-33525.80619;-111055.2905;-160556.6708
-5078.18223;-2394.251811;-5083.457241;-2690.233611;1622.758999;-32137.69581;-111875.6219;-160043.0054
-6326.571861;2266.712757;-5875.737175;2064.898856;-2216.197814;-30710.04518;-112745.5518;-159519.5275
-4944.608205;-3530.703906;-4947.156304;-3846.332889;2537.504141;-32374.40078;-111761.7621;-160123.3822
-3694.028103;-5920.105388;-4289.724444;-6209.739293;3603.011799;-33537.69732;-111055.067;-160560.4259
-4730.18792;-3553.346223;-4866.399451;-3859.833343;2393.715369;-32533.5899;-111645.7119;-160189.1187
-6318.793454;2272.948894;-5874.239609;2079.136917;-2282.89542;-30714.22496;-112741.9979;-159522.0979
-5274.60936;-2443.470352;-5151.115972;-2755.433649;1741.335004;-32017.66694;-111980.0716;-159992.848
-3791.772281;-5866.349443;-4324.704924;-6153.859932;3610.901965;-33485.64011;-111096.5295;-160541.4269
-4407.272268;-4473.209914;-4672.27455;-4780.389938;2945.557588;-32883.84174;-111443.3615;-160318.2
-6198.205793;1797.013199;-5801.305866;1590.527784;-1872.36093;-30859.28778;-112660.5258;-159577.955
-5585.611532;-1210.615183;-5354.382736;-1507.245184;752.6949945;-31652.05945;-112197.5094;-159858.3129
-4969.284531;-2754.718394;-5013.697447;-3057.137496;1857.206447;-32280.85873;-111802.1964;-160092.6262
-6326.035419;2315.081932;-5879.738138;2114.117398;-2291.031455;-30721.48928;-112748.2564;-159523.5285
-5033.545796;-3232.777504;-5001.851022;-3551.111049;2330.169359;-32295.43207;-111817.4627;-160091.978
-3709.383751;-5915.702095;-4291.110252;-6203.212583;3604.285849;-33555.95869;-111054.62;-160562.6611
-4626.676992;-3854.245407;-4802.294648;-4162.274797;2591.081272;-32668.88501;-111574.4098;-160235.1633
-6284.036491;2183.743082;-5857.162876;1985.751329;-2180.680893;-30765.18694;-112717.1874;-159539.957
-5360.440059;-2083.339045;-5208.202327;-2394.318866;1479.886649;-31931.81389;-112034.811;-159958.784
-3832.988898;-5828.731457;-4333.690325;-6114.856138;3607.549203;-33478.24168;-111099.7481;-160530.7651
-4321.173349;-4688.814841;-4615.657582;-4995.011389;3077.142307;-32997.18744;-111375.7698;-160353.5158
-6136.492626;1581.587086;-5764.760764;1368.396147;-1636.415915;-30945.342;-112610.7708;-159607.3251
-5668.491801;-836.3128705;-5415.067722;-1130.126551;479.0872907;-31571.39201;-112254.0593;-159829.1215
-4011.087598;-5625.621155;-4419.878652;-5913.98101;3582.537601;-33338.09624;-111192.8208;-160479.0208
-4064.128287;-5283.304189;-4472.025272;-5586.438547;3374.845192;-33259.97689;-111227.1978;-160451.3941
-5889.349388;588.1191001;-5603.045893;353.0234519;-795.4762334;-31237.38989;-112432.6721;-159711.9537
-5937.04801;365.2051527;-5599.603724;94.23495462;-549.9199688;-31236.60758;-112449.9723;-159706.4998
-3788.508926;-5906.828452;-4299.089825;-6190.516793;3602.005971;-33568.7886;-111061.6608;-160563.4881
-4551.95511;-4128.188387;-4747.242301;-4433.870844;2733.059553;-32796.71464;-111514.4848;-160279.6656
-6249.614805;2049.364394;-5840.734344;1846.499961;-2114.385618;-30826.45307;-112696.4227;-159563.6722
-5443.677955;-1730.405;-5267.233284;-2040.624862;1163.430651;-31847.23489;-112098.1782;-159927.3351
-3878.340587;-5780.250523;-4350.118858;-6066.643425;3600.173128;-33465.52354;-111119.6636;-160521.0868
-4239.812999;-4875.496611;-4564.539142;-5180.843792;3165.409346;-33099.17845;-111324.7855;-160385.2329
-6065.123506;1338.310699;-5721.063104;1118.168368;-1463.279303;-31034.39135;-112565.5979;-159636.5389
-5735.569386;-467.6208457;-5466.879066;-764.0049772;144.0346413;-31487.95295;-112314.8113;-159796.4656
-4023.850444;-5527.564052;-4446.678394;-5821.645954;3558.151848;-33303.62985;-111229.9694;-160462.2347
-3964.573618;-5393.408882;-4436.575405;-5699.828947;3426.880053;-33337.73861;-111200.2416;-160476.8527
-5797.751939;295.2218408;-5547.591215;47.29629127;-569.7012627;-31350.37796;-112381.1513;-159750.9575
-5991.742729;710.0702179;-5644.128399;439.0776681;-860.9221412;-31168.21124;-112504.4659;-159680.0801
-4279.777918;-5114.146187;-4573.61395;-5414.866557;3408.39516;-33083.59928;-111361.2412;-160379.4885
-3789.246534;-5716.5257;-4345.447343;-6016.955497;3552.988595;-33500.10169;-111100.5528;-160536.733
-5477.876124;-950.3067673;-5337.149541;-1222.551015;481.590686;-31740.12533;-112143.9322;-159892.4216
-6191.053234;1643.032031;-5782.418642;1402.706075;-1663.036843;-30928.24291;-112643.7619;-159594.3835
-4064.79884;-5002.700389;-4521.959069;-5318.083503;3285.684083;-33180.24822;-111284.3959;-160411.6303
-5971.089717;1135.558025;-5663.529714;902.7199033;-1128.517226;-31122.45722;-112504.8012;-159659.4271
-5782.038663;-65.1106316;-5503.893555;-362.1429637;-19.64718338;-31408.76072;-112351.7588;-159757.7524
-3920.250108;-5399.53326;-4467.599626;-5705.819214;3553.994424;-33257.74172;-111246.3756;-160435.4349
-3747.515827;-5463.146325;-4395.515251;-5780.138764;3500.238478;-33394.42264;-111151.2913;-160487.4251
-5675.867877;35.11459054;-5473.785755;-232.6146045;-134.870426;-31461.04145;-112296.3711;-159778.8301
-6016.463759;1083.567868;-5669.989368;804.3945795;-943.6235957;-31104.08409;-112529.8351;-159645.3902
-4177.473983;-4917.920222;-4603.252364;-5240.120618;3394.268858;-33021.68495;-111396.2664;-160347.2573
-3488.369702;-5735.099999;-4317.395904;-6049.142009;3592.551183;-33534.14339;-111078.2905;-160539.974
-5331.203977;-1219.421771;-5258.136124;-1518.510463;863.9843302;-31855.23681;-112066.2823;-159921.9707
-6186.538182;1936.018698;-5792.834555;1688.271962;-1712.791826;-30883.83;-112659.654;-159565.8403
-4533.067886;-4235.029725;-4767.872962;-4569.836506;3059.372671;-32733.57096;-111570.4312;-160239.3654
-3401.868451;-5864.941283;-4279.375586;-6171.495458;3612.488939;-33605.40075;-111040.6948;-160566.6844
-4968.256351;-2499.30501;-5036.473875;-2819.605508;1778.237734;-32269.66051;-111827.3645;-160074.4096
-6275.743994;2354.711575;-5858.347518;2136.782066;-2191.297971;-30782.57659;-112727.3128;-159532.1562
-3547.15479;-5790.71114;-4310.019828;-6099.411082;3592.886459;-33584.07719;-111070.892;-160559.5318
-5243.898063;-1604.207051;-5200.692141;-1908.235479;1072.257885;-31992.99061;-112004.0997;-159973.0444
-6226.592508;2073.191353;-5820.282497;1833.15597;-1956.694061;-30867.96026;-112688.5548;-159562.1299
-4659.534056;-4020.318868;-4820.757189;-4354.544503;2894.573259;-32668.50503;-111625.3718;-160214.3091
-3466.621455;-5881.30276;-4274.972293;-6183.140717;3606.543375;-33633.98863;-111034.9281;-160573.4793
-4873.350844;-2834.983508;-4973.799583;-3157.228608;1992.792129;-32400.73113;-111757.1577;-160119.2024
-6274.961683;2383.679436;-5859.308643;2168.812116;-2245.277434;-30790.55617;-112723.2895;-159532.6927
-5001.962781;-3034.294013;-5010.27763;-3378.510878;2272.524211;-32322.00829;-111825.1517;-160084.1773
-3510.989667;-5874.910161;-4284.181211;-6172.009548;3611.684276;-33617.78362;-111047.1768;-160565.7903
-4514.135958;-3906.235564;-4763.648482;-4231.967536;2671.838125;-32777.49214;-111533.8637;-160254.8775
-6220.423427;2192.236744;-5827.368;1975.067195;-2106.227232;-30848.64835;-112685.962;-159553.7927
-5338.870625;-1872.11506;-5212.426807;-2210.676934;1391.016113;-31956.55727;-112040.7119;-159948.8375
-3668.301245;-5772.896799;-4328.482369;-6070.197352;3609.04677;-33530.79063;-111095.8813;-160528.6194
-4199.289286;-4724.443522;-4584.655712;-5044.118171;3124.684468;-33098.642;-111344.4774;-160371.0619
-5172.193667;-2008.57246;-5147.271472;-2306.565917;1300.715065;-32142.12145;-111932.2612;-160028.7449
-6273.531172;2145.499247;-5849.317413;1923.345259;-2146.348613;-30867.40146;-112706.1233;-159564.9015
-4820.377209;-3824.115255;-4879.899905;-4144.326346;2708.249117;-32609.67524;-111676.8925;-160192.762
-3665.708442;-5910.829414;-4282.862459;-6201.603258;3598.094415;-33670.86901;-111034.1011;-160587.9185
-4822.366514;-3206.625963;-4927.330306;-3517.136397;2151.489514;-32546.62097;-111697.5679;-160176.5123
-6304.108358;2319.41817;-5876.787707;2115.927889;-2349.637729;-30834.4997;-112731.2467;-159556.3185
-5153.731126;-2797.030246;-5083.725462;-3120.728209;1993.753254;-32264.09492;-111893.0786;-160069.0898
-3751.472086;-5886.309551;-4309.237517;-6173.417708;3608.331514;-33641.63293;-111063.4936;-160579.2237
-4501.306057;-4210.979248;-4730.456141;-4521.064999;2788.402473;-32915.9612;-111487.5286;-160313.752
-6226.659563;1993.909716;-5830.765466;1786.038492;-2072.431394;-30936.28954;-112675.8591;-159596.6187
-5475.730357;-1603.894127;-5292.468404;-1913.711657;1052.342481;-31901.54963;-112114.7409;-159938.9803
-3896.870184;-5760.849209;-4370.637759;-6048.314994;3605.71636;-33541.07243;-111130.8841;-160541.9186
-4216.522481;-4944.250577;-4563.376851;-5252.727002;3203.295553;-33219.96727;-111313.5202;-160425.9131
-6041.698878;1234.15157;-5711.742426;1005.672038;-1401.186156;-31162.66801;-112544.7884;-159680.1695
-5772.092136;-354.1410391;-5495.198726;-646.0101182;14.30511645;-31552.43773;-112331.9775;-159815.8446
-4084.043692;-5503.871203;-4468.963083;-5796.075558;3549.792296;-33380.13987;-111237.3455;-160483.1559
-6180.123231;1830.630223;-5801.976419;1618.556871;-1913.465788;-31008.77625;-112643.6055;-159620.0209
-5555.481381;-1239.739506;-5348.258358;-1546.338385;768.3859191;-31822.20093;-112174.1518;-159907.8891
-3909.923602;-5700.544202;-4390.709626;-5989.57461;3599.614334;-33524.6886;-111152.163;-160531.838
-4122.600451;-5103.886736;-4519.545081;-5410.373856;3288.142775;-33315.65509;-111267.3192;-160456.9373
-5968.094584;963.270779;-5663.619121;732.1760931;-1162.290712;-31265.17311;-112491.4572;-159713.1383
-5840.04144;-2.928078524;-5542.226796;-288.203393;-275.9769888;-31476.68767;-112382.023;-159783.6581
-4124.321535;-5394.995856;-4496.455729;-5689.457737;3515.057685;-33341.80663;-111267.0957;-160463.2629
-3891.036378;-5539.879863;-4398.130405;-5842.433076;3484.525202;-33519.14537;-111144.7422;-160528.9323
-5673.833868;-182.9713801;-5469.225999;-439.1447233;-203.624392;-31608.80883;-112280.792;-159834.0165
-6074.667701;1096.353066;-5706.66858;837.6539752;-1249.104887;-31181.93521;-112558.2665;-159677.7108
-4386.775719;-4908.241917;-4635.036544;-5210.862185;3305.778301;-33098.84317;-111416.83;-160372.5818
-3735.89292;-5791.538154;-4322.648564;-6089.151631;3573.351034;-33652.49588;-111071.9649;-160578.352
-5336.590747;-1445.464962;-5251.140028;-1727.32046;810.1613295;-32008.32391;-112047.708;-159978.9453
-6237.567215;1921.154788;-5824.439922;1689.098977;-2012.439312;-30970.80063;-112685.5821;-159602.7207
-4683.226905;-4204.050208;-4803.792215;-4518.561604;2916.723837;-32802.77196;-111601.2319;-160263.8406
-3656.410117;-5900.726426;-4286.572848;-6193.199002;3599.167299;-33715.66191;-111042.5947;-160601.3966
-5627.789274;-857.5917313;-5402.953077;-1168.303331;433.1991593;-31736.50434;-112242.5705;-159876.8201
-3918.417265;-5622.424856;-4412.591983;-5915.970315;3585.59979;-33499.81111;-111185.713;-160519.3881
-4016.317906;-5235.382049;-4472.449955;-5543.791419;3355.063898;-33398.4683;-111228.3824;-160480.5408
-5875.67012;689.6407234;-5604.655219;446.8337234;-929.07261;-31364.43721;-112436.5166;-159743.2461
-5895.965504;367.3285684;-5587.578486;78.09699513;-581.3241698;-31398.56832;-112439.2658;-159753.6397
-4131.541149;-5261.332424;-4527.882281;-5563.840933;3475.495097;-33297.41607;-111309.2734;-160443.571
-3772.594484;-5619.005039;-4368.000253;-5924.48633;3529.273394;-33586.49118;-111122.5916;-160550.1441
-5565.450259;-492.4089304;-5403.355408;-764.3849569;92.20094588;-31731.45285;-112218.073;-159874.8085
-6103.836728;1423.64966;-5736.061124;1161.486049;-1482.837079;-31117.15986;-112597.5832;-159649.3017
-4394.799995;-4696.816766;-4669.860562;-5013.205709;3226.340202;-33030.42448;-111462.964;-160340.7753
-3581.934104;-5822.942355;-4298.888659;-6123.72978;3596.060407;-33694.15953;-111055.7376;-160586.5327
-5206.19067;-1761.384518;-5174.138269;-2059.355624;1128.561929;-32134.92419;-111972.0026;-160016.7197
-6236.36022;2144.493418;-5833.782951;1911.208261;-2113.446845;-30935.19431;-112700.6918;-159582.8053
-4702.292943;-3909.007181;-4842.639547;-4242.204635;2797.387874;-32717.36595;-111647.947;-160223.6969
-3477.439699;-5896.837222;-4272.513601;-6193.601333;3613.874747;-33735.17498;-111032.5588;-160599.8991
-5661.361594;-400.5656124;-5437.307708;-724.7776657;260.6213403;-31634.0216;-112281.7978;-159824.3606
-3746.845275;-5497.433901;-4425.980678;-5806.849099;3589.95838;-33450.302;-111204.1531;-160488.0509
-3768.95115;-5323.716143;-4426.114789;-5645.067173;3448.091858;-33463.44482;-111185.1765;-160493.9518
-5756.557674;453.1369153;-5535.722439;190.0121796;-546.5895589;-31462.15903;-112366.3544;-159766.2237
-5925.313345;787.2731432;-5619.250908;491.1348809;-753.0302707;-31311.64239;-112476.705;-159709.4056
-4047.543293;-5078.942189;-4552.893883;-5399.600315;3451.489324;-33233.06539;-111340.2976;-160407.987
-3528.804008;-5669.005891;-4334.271471;-5982.802031;3574.781546;-33633.65336;-111090.6286;-160557.4755
-5437.128894;-795.1409573;-5328.834692;-1086.183022;474.3487208;-31851.77229;-112138.0984;-159908.0008
-6127.037838;1725.554672;-5760.670395;1463.681634;-1593.969952;-31063.38156;-112621.4326;-159621.0044
-4411.094417;-4466.727908;-4709.892536;-4798.517203;3163.621207;-32959.81532;-111503.5995;-160306.9795
-3415.100684;-5845.875245;-4281.923685;-6150.551874;3613.740637;-33727.82126;-111036.8056;-160591.8524
-5081.13266;-2091.184508;-5105.943096;-2404.667724;1454.070384;-32268.22999;-111896.4984;-160059.6351
-6243.781;2299.413359;-5846.121114;2071.760842;-2176.098785;-30919.63749;-112710.4372;-159571.3835
-4772.34331;-3616.556956;-4892.148661;-3961.042042;2655.588407;-32634.30686;-111700.0042;-160186.66
-3408.77514;-5891.673969;-4267.663272;-6189.510964;3616.311087;-33747.11081;-111028.4014;-160597.2616
-5978.219924;1166.783412;-5676.761946;932.3359647;-1261.465402;-31263.96611;-112507.8633;-159699.0567
-5772.248599;-113.6362688;-5505.569936;-414.8483771;-100.3816843;-31570.98968;-112343.6004;-159805.6745
-3989.58522;-5425.79656;-4466.638501;-5726.159302;3542.393868;-33423.36815;-111236.6302;-160478.7079
-3837.705116;-5470.812973;-4402.243126;-5777.970645;3473.148164;-33547.7556;-111148.989;-160524.909
-5700.90183;42.71418365;-5490.482508;-215.5378718;-328.8388644;-31601.14218;-112303.2108;-159818.3927
-6019.794168;1003.503919;-5674.526772;731.5502443;-1094.87785;-31263.76495;-112521.7438;-159693.5358
-4288.383339;-4965.6859;-4600.614858;-5273.245904;3353.029889;-33187.98193;-111378.1615;-160390.6197
-3682.002864;-5760.759802;-4323.028543;-6060.004957;3572.926351;-33697.06526;-111068.0981;-160581.7718
-5374.499306;-1237.973718;-5277.962122;-1519.136312;685.5056507;-32003.83121;-112071.3114;-159965.7801
-6203.234935;1851.819676;-5805.373884;1613.527729;-1896.411407;-31045.9472;-112658.5141;-159618.1881
-4611.27664;-4304.767168;-4770.130488;-4621.156111;2997.391283;-32904.33829;-111558.5177;-160288.7628
-3616.914584;-5893.395054;-4283.622418;-6185.510002;3601.156604;-33771.72008;-111030.2342;-160610.3373
-5019.218328;-2512.514891;-5050.287253;-2812.654115;1643.590825;-32417.36083;-111825.4869;-160114.1286
-6294.228887;2293.646609;-5866.863533;2084.724854;-2345.435601;-30937.16126;-112719.5567;-159577.7985
-4949.436182;-3413.759579;-4960.388536;-3736.317603;2421.78916;-32575.29826;-111757.6494;-160168.3763
-6098.159385;1227.647212;-5715.810444;979.4981455;-1328.721801;-31221.22958;-112550.4658;-159673.1734
-4423.924318;-4825.473407;-4645.944196;-5123.243347;3270.462545;-33139.23277;-111410.9068;-160370.2125
-3719.531443;-5817.734399;-4304.856575;-6108.977629;3577.664921;-33746.12734;-111034.5034;-160596.524
-5281.739567;-1632.236139;-5207.218851;-1909.665991;997.1336719;-32142.47908;-111979.0211;-160008.3601
-6248.13959;1996.726036;-5822.472968;1777.522478;-2012.863995;-31023.55075;-112660.0117;-159600.3067
-4723.638859;-4089.899849;-4814.543404;-4396.722245;2868.57818;-32833.46091;-111588.9831;-160254.3411
-3658.511181;-5907.342542;-4271.552476;-6192.975484;3593.735825;-33796.28465;-111002.6969;-160612.3713
