Año;Mes;Dia; Hora
2020;06;05;12-09-21
CH1 ;CH2 ;CH3 ;CH4 ;CH5 ;CH6 ;CH7 ;CH8 ;CH9 ;CH10 ;CH11 ;CH12 ;CH13 ;CH14 ;CH15 ;CH16 ;
-5.422468439947464;-2.7643114067718533;-0.40200516285836563;0.8574530596499215;-0.6232537130135554;-2.247228376329465;5.372762815105961;1.6285037788100094;5.110103344446655;10.419171807942181;2.473419826198869;7.159607318230659;8.362797316919808;5.057610907202726;2.4216918371953655;0.6405230479924213;
-9.936611199773822;-4.536563209144877;-1.7702485597502033;3.348849557508832;-3.9402980910526155;-1.7935083320563452;2.7996200319858855;1.2214705175585099;3.7320367516928568;11.011880567137778;-0.7135651301383756;6.962505613142982;8.085116682605495;5.728489683354239;0.037862888160250074;-4.7961936633311995;
-10.748117839056974;-4.739142488470674;-2.9113139103659385;5.551694238735693;-5.203049075909314;-0.7730016863950722;0.047868487044003594;0.28475547409691426;1.7734227298560457;8.546517328157869;-3.0501905793671193;4.930478432789502;5.561574201861658;4.936359629005614;-1.9994382589182456;-8.01801766716881;
-8.016994924921232;-3.2980169711640555;-3.5137549378904276;7.283204324435625;-4.087872571761745;0.5534762412014524;-2.0678153292150117;-0.74150265555713;-0.4388005786187674;3.3941263690851935;-4.105803547273847;1.4965263126523554;1.204259080825533;2.75310654495746;-3.019055550939256;-8.077868291453372;
-3.146705543392784;-0.6859477188462755;-3.391054692529928;8.263011922226593;-1.1919620023575002;1.8499257265787217;-3.043859319529082;-1.3891664264641765;-2.430668636339066;-2.9754391401045885;-3.8561493135409064;-2.3533883410472662;-3.822023587325612;-0.24924416524409243;-2.7699436512221665;-5.267323838590201;
1.5883913264632383;2.1916915208022187;-2.5742539148078456;8.037346596444367;2.150971411588528;2.7670975175918042;-2.8262857930170147;-1.3492556680467789;-3.505151477436716;-8.000237869344629;-2.57931553956156;-5.157937817544717;-7.6403187777451125;-3.015269672442807;-1.6100653375410088;-1.2774685599986229;
3.9338536523189047;4.275912096957825;-1.2935138475809156;6.115237020718661;4.3794371996890336;3.0117542561231954;-1.800081825378446;-0.5991991078698189;-3.0267971694664113;-9.027561630983683;-0.7550208950583248;-5.544257882670956;-8.359694209969968;-4.392459506950912;-0.3522542470483281;1.4976602192116424;
2.7578160255767408;4.714561537826575;0.14443244766938257;2.2949144076447485;4.361162764010159;2.4207166466215737;-0.6316805042796148;0.5748957341829446;-0.9448438291556633;-4.927641419713712;1.0141414616068967;-3.0562397295530515;-5.17376001028321;-3.742196054096172;0.189519258762892;1.26227010033173;
-1.2241171086717975;3.1860874906504657;1.4976777725879475;-3.0018635197962755;1.9145344212856372;1.0279972125841086;-0.006121631585808807;1.6758565267894803;1.854727673955421;2.731824852399008;2.1063015757793115;1.2975305955915317;0.8385439183651293;-1.402704348819574;-0.3057180706121778;-2.022742247377964;
-5.577100082802429;0.06656589141772606;2.6593235738763834;-8.611206163845184;-2.0524922505533842;-0.8998352298199441;-0.34463061347653;2.1830659121714246;3.721037213682675;9.874316382717788;2.0440283682539917;5.229405858628107;6.825967019591362;1.3232327610826369;-1.4273872698393495;-6.352793456137175;
-7.223496697779133;-3.6359142001185667;3.610233998128049;-12.863764328691211;-5.8737570364787235;-2.885180667360185;-1.5983090503021606;1.7690111108091997;2.9950116083782934;11.685458427872376;0.6968379199651391;6.165747866420174;9.345333997685316;2.7417547085789047;-2.2165302068942365;-8.551543603768142;
