24963.478739676328;-187500.02235174447;-51328.50126367823;-19603.910398949432;-187500.02235174447;-187500.02235174447;-34094.21105315817;187500.0;-187500.02235174447;-34878.93609749509;-93945.96891951191;-52100.17288925325;-21198.28268269094;-37397.50831097464;-46585.215221073064;-49059.84390495347;
24927.17950668091;-187500.02235174447;-51331.362286968506;-19619.64602704597;-187500.02235174447;-187500.02235174447;-34100.33543113893;187500.0;-187500.02235174447;-34854.997379183456;-93916.73283776437;-52142.03770661804;-21188.47026687506;-37417.513122262135;-46611.143244641215;-49106.31318167606;
24956.236774472807;-187500.02235174447;-51360.28544429367;-19617.388500855985;-187500.02235174447;-187500.02235174447;-34086.58910829891;187500.0;-187500.02235174447;-34897.30923143736;-93931.26147166031;-52122.7034476642;-21209.279740962953;-37413.42275302682;-46603.051913148396;-49090.2869809016;
24931.582800338605;-187500.02235174447;-51334.31271723661;-19616.159154910943;-187500.02235174447;-187500.02235174447;-34083.52691930853;187500.0;-187500.02235174447;-34873.90695499265;-93899.07495964468;-52133.11936058037;-21184.08932496182;-37417.7813431956;-46604.728293982545;-49101.37344615143;
24943.853908044566;-187500.02235174447;-51361.82771466109;-19631.02306497372;-187500.02235174447;-187500.02235174447;-34088.868986233356;187500.0;-187500.02235174447;-34913.156618256166;-93917.93983196496;-52118.3001540065;-21215.649988132714;-37408.505369246646;-46591.47370952055;-49096.72428330473;
24918.55173332116;-187500.02235174447;-51293.051396972114;-19597.808372713134;-187500.02235174447;-187500.02235174447;-34090.56771881196;187500.0;-187500.02235174447;-34839.977006909496;-93876.05266285571;-52139.713125194685;-21177.96494698107;-37408.46066575774;-46603.40954105968;-49112.996353268194;
24939.003579497767;-187500.02235174447;-51316.14074899445;-19592.801581955147;-187500.02235174447;-187500.02235174447;-34061.2869335755;187500.0;-187500.02235174447;-34883.317039408335;-93921.80668375573;-52059.40330736677;-21191.62186284326;-37355.71054884321;-46539.841179828785;-49033.35708777393;
24929.45938461535;-187500.02235174447;-51311.40217916992;-19603.418660571417;-187500.02235174447;-187500.02235174447;-34079.16832913975;187500.0;-187500.02235174447;-34839.86524818722;-93876.29853204472;-52116.422607472254;-21153.84741471379;-37378.665790398816;-46581.12485183774;-49105.32970492002;
24938.355378908564;-187500.02235174447;-51367.281540308184;-19625.099852693063;-187500.02235174447;-187500.02235174447;-34093.51814908006;187500.0;-187500.02235174447;-34890.38019065621;-93902.3606660796;-52106.18550851173;-21208.363319440286;-37384.43254046828;-46585.86342166227;-49097.0372077271;
24925.234904913297;-187500.02235174447;-51342.49345570725;-19632.610038830047;-187500.02235174447;-187500.02235174447;-34120.94373952672;187500.0;-187500.02235174447;-34854.438585572076;-93860.80877313719;-52151.380735800354;-21168.15253116519;-37412.70749720425;-46630.522207083966;-49145.2499205172;
