Año;Mes;Dia; Hora
2020;08;25;20-35-44
CH1 ;CH2 ;CH3 ;CH4 ;CH5 ;CH6 ;CH7 ;CH8 ;CH9 ;CH10 ;CH11 ;CH12 ;CH13 ;CH14 ;CH15 ;CH16 ;
56501.65605564786;37123.07359255238;-1029.364887400256;-2893.5450784617756;-29340.017359258814;-11184.432945779914;25075.080999741676;4405.797053074486;-18428.253344089193;-17601.52937192075;-20801.3604046536;7732.6754012913;3581.7776419851357;9941.452436620288;-40785.630438999;-18736.66271408352;
56401.69905444373;37301.686382494736;-1025.5203873539433;-2852.7084413419298;-29580.72329529802;-11399.859058840164;25136.570648738223;4397.34809367038;-18837.424378088042;-17602.401089954506;-20853.08234132318;7798.9036201123745;3611.2372411772303;9806.17967917677;-40985.700903618446;-18644.305305994192;
56637.71112414732;37146.74408993055;-1051.4037074331889;-2908.923078647027;-29160.7340169828;-11023.008647323686;25070.521243872794;4440.576367446944;-18393.809305883566;-17605.463278944884;-20802.388584898545;7737.190453671272;3577.6872727498144;9945.945137255805;-40770.76652893621;-18733.578173348687;
56383.39297573483;37263.017864587055;-1017.1831866721138;-2848.2380924508684;-29545.161669869623;-11360.497636854368;25100.0255465538;4372.448250347167;-18725.84446976715;-17632.195965313433;-20868.773265930806;7767.231198219204;3584.8845344644233;9809.241868167146;-40931.14029540304;-18667.864044650083;
56746.51941615575;37148.42047076469;-1080.460975225088;-2928.0338201563145;-28978.947279327786;-10867.52991289257;25059.233612922864;4461.318786301468;-18353.15148271936;-17621.265962274785;-20818.2136199729;7709.787214969065;3565.863199932957;9931.505910337677;-40747.47601121378;-18746.00574326584;
56355.56505388797;37252.17726852623;-999.4582533190553;-2837.3974963900446;-29489.148198264626;-11318.498709022846;25087.888549314564;4355.952662939151;-18604.474497374835;-17644.556479997216;-20866.98512637438;7755.541235869078;3581.352958840485;9819.523670616589;-40875.88678310952;-18675.754210442807;
56854.79126629726;37137.15519155922;-1122.3257925898781;-2969.8762857766496;-28782.095465909897;-10711.157108683243;25048.37066511758;4493.102966916915;-18303.329444328483;-17621.82475588617;-20821.029939774267;7707.797909712543;3566.8690284334457;9933.2940498941;-40715.60242362051;-18759.95323180595;
56340.499978125095;37219.23079719911;-990.7634247259408;-2842.1360662145694;-29386.352525514667;-11241.742818563322;25055.903202999023;4337.356011552335;-18436.16586162637;-17679.134628669577;-20884.84417019417;7714.14580513785;3553.1674090823426;9826.542118375555;-40789.76551172323;-18726.313856400713;
56902.087557564686;37168.46998554111;-1119.755341977518;-2963.304872906789;-28647.04622591093;-10613.837613324835;25047.00720870581;4503.2730106440795;-18271.52291196858;-17622.852936131112;-20823.868611320093;7712.871755703897;3576.1002988934874;9906.226087358724;-40705.09710372652;-18753.784150336283;
56313.38731210081;37211.60885233985;-954.598302197254;-2815.381028101567;-29312.815286256708;-11199.855649454075;25032.456223065405;4325.219014313104;-18306.615150763413;-17672.674974521993;-20874.540016000276;7708.893145190853;3563.404508042873;9835.102836501937;-40739.94347333234;-18723.13990868806;
56926.49566250988;37180.539927546975;-1118.7048099881185;-2958.119268193158;-28555.42642538863;-10556.348926585786;25037.61947603458;4518.762769551608;-18260.83877811894;-17610.11244179159;-20824.27094272029;7729.546157067556;3591.56770605656;9893.843220930485;-40705.16415895989;-18730.024245980294;
56298.50105029358;37199.963593478635;-942.9306915915837;-2804.5851355296536;-29229.30916897168;-11138.231889990795;25087.10623825863;4330.158749837727;-18182.227692869626;-17661.096770894143;-20857.955021614438;7717.9008982063415;3568.411298800862;9857.298118746057;-40683.90764998289;-18721.150603431535;
56896.38786272858;37228.350308936875;-1100.8010626794176;-2927.0279916558256;-28547.893887507187;-10557.690031253103;25097.388040708072;4537.113551749415;-18274.942728870243;-17587.850104314104;-20800.555741853208;7784.687910638799;3610.2537644211966;9879.091069589982;-40718.19522597733;-18687.84650419313;
56274.00353837056;37174.795529221956;-941.9695665800056;-2808.4966908093324;-29202.2412064363;-11118.137671725473;25048.43772035095;4333.66797371721;-18103.035462264474;-17648.57979399917;-20831.17763175698;7725.5898982989675;3562.0410516310994;9877.369985266923;-40651.92230366734;-18725.75506278933;
56822.91767870399;37240.62141664284;-1110.6134784952974;-2935.2087301264683;-28629.924789658166;-10633.529500189961;25087.6203283811;4516.773464295085;-18329.078653940996;-17591.538142149227;-20823.332169453166;7770.181628487305;3601.268363150163;9854.347688477956;-40738.915293087404;-18699.402356076524;
56222.25924995652;37192.54281431947;-892.6839700560535;-2770.543428724221;-29259.59578270862;-11172.83239040761;25052.572793075182;4318.692304932154;-18089.8702847803;-17643.617706730092;-20844.56632668571;7711.307133592026;3567.740746467203;9874.844238143472;-40639.60649247247;-18739.881365285084;
56704.229915646305;37293.080960879444;-1066.111155284781;-2886.3925202360774;-28832.163373489784;-10810.935295931733;25098.59503490866;4495.628714040365;-18468.687649808842;-17550.65680154047;-20818.370082184087;7799.395358490391;3644.6754508823697;9824.441054396755;-40811.11142767804;-18649.53561419673;
56218.48180514357;37204.61275632534;-899.7918247928411;-2763.614387943076;-29322.359481139123;-11221.26862064226;25115.805878139243;4324.5708137239;-18141.6816284277;-17611.945284836922;-20819.93470429596;7729.1661774118165;3585.7562524981804;9892.859744174451;-40661.06416714957;-18715.94264697345;
56597.410928894395;37324.887493239345;-1033.8128845468623;-2850.629729107586;-29052.59627730802;-10992.185591719817;25133.530811492303;4471.332367817446;-18595.578503081622;-17529.154423374464;-20804.623759344075;7832.8335681955305;3665.797849392635;9816.37207464839;-40875.439748220415;-18616.700901591885;
56241.012363554524;37215.900387275266;-896.3943596356345;-2763.5026292207995;-29377.61299343264;-11262.060554273196;25103.288901244272;4338.831226686386;-18214.16833569626;-17583.469162400863;-20800.77925929776;7756.658823091844;3601.178956172342;9911.545802539087;-40704.42655139286;-18698.41887932049;
56508.786262129106;37374.84364209696;-998.8324044743067;-2814.9116414680057;-29260.26633504228;-11164.517541470235;25188.65021331909;4458.278949055547;-18725.46449011141;-17521.37601630402;-20807.574189612173;7845.149379390405;3673.173925062886;9802.335179130458;-40950.385147379064;-18601.233494428816;
56323.2444314056;37190.531157318495;-913.4710923994891;-2785.4296905314554;-29372.136816041093;-11246.615498854579;25091.241310982863;4372.62706430281;-18283.6152057189;-17561.00565922328;-20782.137904422034;7765.890093551886;3611.214889432775;9927.884927735917;-40743.22917976727;-18695.379042074568;
56459.45596211624;37357.07400525499;-1026.2356431765131;-2839.1185807131033;-29401.171732088536;-11272.901150334019;25155.144948380585;4437.715344156664;-18798.040604357793;-17518.80556569166;-20807.440079145443;7847.0939811580165;3670.245846539241;9798.602437806421;-40994.283973489284;-18602.082860718117;
56452.5269213351;37164.15609886123;-964.4107180131339;-2835.7881707892625;-29278.773579451274;-11151.531177941702;25087.44151442546;4399.158584971259;-18306.86101995242;-17574.70727857438;-20795.81717202868;7736.609308315434;3583.8563542194793;9934.72456153924;-40744.77145013469;-18739.14375771806;
56435.561947293514;37357.52104014409;-997.4912998069883;-2816.3645048576004;-29464.82950029725;-11317.157604355527;25167.281945619816;4420.660963137265;-18780.85211287166;-17532.59659202058;-20825.768509598794;7821.411826778869;3654.018480064688;9797.41779535029;-40980.180022737986;-18613.102270734584;
56597.72385331677;37152.68965395566;-1025.8556635207729;-2883.4197382235216;-29128.10047007805;-11013.911487330377;25054.29387739824;4429.825178363941;-18302.122450127896;-17564.38077263603;-20795.92893075096;7720.806624985532;3586.7620809986693;9945.431047133332;-40738.31179598711;-18744.932859531982;
56392.04310083904;37337.896208512335;-985.7119304790415;-2812.832929233662;-29491.45042794352;-11333.653191763544;25135.96715163793;4387.401567387768;-18702.486896811355;-17580.272862943755;-20860.480768737885;7761.665613849833;3605.4257876188503;9801.865792496896;-40927.20638837891;-18670.83682666264;
56702.24061038979;37189.43592184018;-1044.631128863231;-2887.3312935032004;-29003.109515083972;-10898.263561518617;25108.273340257805;4461.497600257111;-18308.045662408553;-17551.215595151854;-20781.422648599466;7756.8152853030315;3592.9758659572444;9939.329020897034;-40741.0163570662;-18716.680254540475;
56382.945940845726;37312.34816459992;-975.4748315185109;-2806.2391646193464;-29465.34359041972;-11308.373368784592;25149.892288433588;4375.15281142626;-18608.07312823214;-17593.61685438357;-20858.066780336714;7764.39252667338;3582.6493600188924;9810.627676323376;-40882.011161090275;-18684.583149502654;
56864.044888501754;37184.42913108219;-1077.3317310013451;-2911.515881003843;-28770.941945426697;-10704.78686151348;25113.950683349452;4515.0076764831165;-18264.772685143078;-17541.202013635877;-20775.432381085444;7750.8920730223745;3599.1449474269093;9938.166730185358;-40718.88813005545;-18754.789978836772;
56458.293671404565;37266.90706812228;-981.6662647326309;-2818.5549758142206;-29263.350875777112;-11147.664326150934;25094.504665673336;4388.697968566175;-18417.949189895295;-17591.560493893685;-20841.191213272956;7755.362421913436;3579.9224471953453;9841.562490649521;-40799.46616881683;-18698.50828629831;
57078.15224863914;37182.350418847855;-1116.5813942648642;-2950.0055849558817;-28380.792245959314;-10381.781802389838;25111.53669494828;4571.267017277124;-18098.609816862325;-17550.969725962845;-20786.608253313098;7740.699677550755;3585.7786042426355;9953.96941351526;-40634.957329625766;-18732.438234381465;
56590.973626491264;37261.967332597655;-979.6769594761086;-2815.090455423648;-28890.412019540316;-10848.888558016844;25122.533753220294;4417.531718913522;-18078.560302085913;-17603.29515973272;-20839.336018483165;7741.683154306788;3559.9399876523007;9880.05219460156;-40636.25373080418;-18712.567533560697;
57243.108122719306;37188.51950031752;-1136.6756125301854;-2963.1260589511467;-27976.15861608489;-10071.092554461069;25101.21018900993;4617.959811444261;-17860.027296546377;-17539.682095012915;-20777.376982853053;7747.6287183319;3591.18772640082;9963.938291542327;-40527.33368007346;-18728.593734335154;
56611.1125482455;37201.21529116813;-977.4641367750331;-2833.061257965715;-28608.556521958893;-10647.834616641358;25067.168482204495;4402.3101809394575;-17738.79143462079;-17619.053139573713;-20853.015286089812;7695.213877584205;3542.8185513995354;9907.410729814856;-40477.57869691595;-18758.790941094274;
57150.393086718694;37195.26972714302;-1142.621176555297;-2968.1104979646802;-27887.84687374197;-10033.541623776153;25095.801066851745;4578.039595847082;-17736.645667153083;-17562.503226101784;-20817.87834380607;7726.305154121537;3568.724223223236;9924.822738745539;-40462.357158941886;-18750.006705523338;
56397.02753985257;37216.48153263111;-913.3146301883019;-2781.2052108294024;-28703.39497368276;-10760.398001718284;25074.276336941282;4340.395848798257;-17639.236764816855;-17620.908334363503;-20850.55659419973;7717.856194717431;3541.924481621323;9885.506020248655;-40431.64586206029;-18734.561650104723;
56877.83591483068;37247.773974868534;-1106.523109259976;-2922.62469799813;-28185.169778486466;-10307.775176498315;25127.607599211646;4515.588821838954;-17902.093279611265;-17530.629638508515;-20807.820058801182;7777.267131479637;3613.561822600582;9869.256302029646;-40547.986691950166;-18686.907730926006;
56162.378926560756;37231.144276993786;-863.0008534194056;-2741.933195821428;-29019.98508214773;-11037.067894586075;25143.432634286004;4288.852726084319;-17783.18199910903;-17586.24077871332;-20828.182497999966;7767.141791241383;3576.636740760415;9864.070697316016;-40507.64179320834;-18691.802762961717;
56638.96282183681;37305.664993007784;-1047.045117264404;-2877.720043387418;-28612.982167361042;-10677.137753622264;25172.914585222556;4472.047623640015;-18198.276245388537;-17498.979568359802;-20799.840486030636;7838.890890942918;3642.730849114758;9823.457577640722;-40685.69578953931;-18617.773785325742;
56080.48213487651;37242.65542538827;-857.9493591725063;-2741.262643487769;-29261.585087965144;-11241.675763329955;25139.319913306226;4282.057795769906;-17967.427428654126;-17550.72385677384;-20806.74717506733;7766.8512185634645;3602.989447473222;9873.90546487635;-40584.062407501035;-18695.468449052387;
