CH1 ;CH2 ;CH3 ;CH4 ;CH5 ;CH6 ;CH7 ;CH8 ;
-5;-3;-4;-2;-1;-2;-6;-1;
4;1;0;3;10;5;27;24;
-3;-3;-6;-2;-11;-4;-8;-2;
-2;1;0;-5;-4;1;0;11;
-3;1;0;4;-39;-3;-1;-7;
0;-3;-2;1;20;-2;-7;-10;
-1;-1;-1;-10;-33;-3;2;0;
-3;-3;-5;-5;4;-1;3;5;
0;-2;-1;5;1;-4;-4;-7;
4;1;1;-6;4;0;-4;0;
-5;0;-1;-3;4;-2;-3;-2;
-1;0;6;16;14;1;5;8;
1;-1;-11;-13;-10;-1;-3;-5;
-2;-2;0;-14;-27;-2;-5;-1;
1;0;-5;8;20;-1;2;2;
1;-2;-3;-4;-14;-2;1;1;
0;1;7;-9;6;0;-2;-2;
-2;-5;-5;8;-16;-3;0;-4;
3;-1;-2;-2;13;1;1;1;
-4;-1;-6;-14;-20;-4;1;2;
-2;-2;4;8;21;0;-5;-5;
-1;-1;-6;-3;-18;-2;-3;-1;
0;-1;9;-6;-6;1;1;-2;
2;3;0;-7;-17;0;0;3;
-3;-3;-5;-5;24;2;-9;-4;
0;1;3;4;10;0;5;0;
-2;-2;-6;-2;-1;-1;-2;-1;
2;0;2;-11;-17;0;0;2;
2;-1;-1;3;-25;-7;-2;-1;
-5;-2;-1;-5;22;-2;-7;-5;
2;1;-1;10;-8;3;3;-2;
-3;-1;3;16;21;1;4;1;
2;3;4;4;-4;2;0;0;
-3;-3;-1;-8;8;0;1;0;
1;-1;-1;-11;5;-2;0;0;
-2;0;-1;12;-24;-2;0;0;
-2;-2;3;-1;-22;-2;2;-1;
-1;-2;-10;1;58;7;2;1;
-2;-1;-1;-9;-19;-1;-1;1;
2;0;-1;-3;24;-1;1;-2;
-3;-2;-1;-6;-24;-6;-3;-3;
2;1;6;-8;-19;-2;-3;0;
-5;-6;-11;13;15;-1;-2;-2;
-1;1;1;-19;-19;0;2;1;
0;-2;-3;5;-3;1;-1;-1;
-2;1;0;4;-4;-5;-1;-3;
-1;-1;2;-9;10;-2;0;-1;
0;-2;-2;5;-29;-3;-2;-3;
-4;1;1;-10;-11;0;-10;-2;
4;-1;-1;7;26;0;21;4;
0;1;-2;-5;-14;-3;-1;1;
-1;-3;-4;-14;-30;-4;-2;-2;
