CH1 ;CH2 ;CH3 ;CH4 ;CH5 ;CH6 ;CH7 ;CH8 ;
0;-1;-2;2;10;2;-1;-1;
-2;-2;-1;-2;2;-3;-3;-1;
-1;0;2;-3;-10;1;0;-2;
-2;-2;1;-1;6;-3;-4;-2;
-1;-2;-8;-6;-10;-1;-2;0;
-1;-1;1;-1;0;-2;-3;1;
1;0;0;8;3;-2;1;-1;
-2;0;3;-2;-3;-2;-1;-1;
1;-2;1;-5;-15;-1;0;-1;
-1;0;-2;0;10;-1;-1;-2;
0;-1;-4;-8;1;0;-1;0;
-1;0;-2;6;16;2;1;-1;
-2;-2;2;1;-2;0;-1;-1;
-2;-2;-5;-7;-2;-2;-1;0;
0;0;5;0;-32;-1;1;0;
-2;0;-3;-5;1;-2;-3;-1;
0;0;-2;-3;6;-2;-2;0;
0;-1;-1;1;4;0;0;-2;
-1;-1;-2;-5;-1;-3;-1;-2;
2;1;-2;9;-2;0;2;-1;
-2;-3;-13;-16;3;0;0;-2;
0;-1;3;1;-2;0;-1;1;
-2;-3;-2;-5;-11;0;-2;-1;
-2;-1;-3;0;8;-1;0;-1;
0;2;5;5;-2;-1;1;-1;
0;2;-1;7;11;3;0;-2;
0;-1;-5;-6;-1;-2;-2;-1;
0;-1;-1;-3;-13;-2;-1;-1;
-2;-2;1;4;-5;-2;-2;0;
0;-1;-1;-6;-6;-2;-1;-1;
-3;0;1;3;5;0;-2;-1;
1;0;-2;-6;-3;0;-1;-1;
1;-1;0;-2;6;-1;0;0;
-3;-1;-2;1;-9;0;-1;-1;
-1;-1;0;0;10;-3;-2;0;
0;-1;-1;-2;-10;2;-2;-2;
0;-3;-5;-14;-5;0;0;-2;
0;0;-1;3;3;-1;-2;-2;
-2;-3;0;-5;-12;0;1;-1;
-1;1;1;6;27;-1;-1;-1;
-1;-4;-2;2;-11;-1;0;-1;
0;0;-1;-2;-14;1;2;-1;
-1;-1;-4;-3;-14;-1;-2;-2;
0;-3;3;2;3;0;0;-1;
0;0;0;0;4;0;-1;0;
-2;-3;-4;-8;-2;-1;-1;-1;
-2;-2;1;6;1;-2;-2;-1;
-3;-1;-2;-2;-2;2;1;-2;
-2;0;0;-2;-5;-1;-2;-1;
-1;-5;-7;-6;-5;-2;-1;-2;
-2;1;1;1;19;-3;-2;-1;
-2;-1;1;-2;-1;-2;-2;-2;
-1;3;2;2;-5;0;1;-2;
-1;-3;3;5;0;-2;-1;-1;
-1;-3;-12;-18;-3;-2;-1;-1;
-1;0;-7;-7;-22;0;-4;-2;
0;2;5;7;14;2;1;-2;
-2;-5;-6;1;9;-1;-2;-1;
0;-1;0;0;-7;-1;-1;-2;
-1;-3;1;-1;-2;-3;0;-1;
-1;-1;-2;-3;-10;-1;-2;-1;
0;0;0;-2;4;0;0;-1;
-1;-1;-1;-2;-4;-2;-2;1;
-2;-1;-2;-1;1;-3;-2;-1;
-1;-1;0;-2;1;0;-1;-2;
-1;-3;4;-1;-14;2;1;-1;
0;0;-6;1;17;0;1;2;
-1;-3;1;0;-7;-3;-3;-2;
0;-1;2;2;-1;1;0;-2;
-2;-1;-4;-6;-15;-3;-2;-2;
-2;-4;-1;2;30;2;0;-1;
-2;0;4;2;-4;0;0;-1;
-2;-1;-16;-18;-4;-2;-2;0;
-1;0;0;3;5;-2;-2;1;
0;-2;-1;-2;-9;-1;-2;-1;
-2;-1;0;0;-4;-1;-1;-1;
1;-1;4;6;0;0;-2;0;
0;-1;-3;1;5;0;1;0;
-2;0;2;-3;-19;-1;-3;-1;
