CH1 ;CH2 ;CH3 ;CH4 ;CH5 ;CH6 ;CH7 ;CH8 ;
-2;1;-1;1;6;2;-2;-1;
-2;0;-5;-6;-7;0;-1;-1;
-2;-1;-2;-4;15;-1;-2;-2;
1;1;-1;-1;-3;-1;0;0;
-2;-1;0;-4;-9;-2;-2;-2;
0;-2;-3;-3;-2;-1;0;-1;
1;0;2;4;3;2;-1;0;
-1;-3;-2;-3;4;-3;-2;-2;
-1;-2;0;1;-4;0;-1;-1;
-1;2;5;0;-2;0;0;1;
-3;-3;-6;-10;-7;-3;-2;0;
0;0;2;4;14;3;-1;0;
-2;0;-1;4;-6;0;-2;-1;
0;0;-2;-8;-10;-3;-1;-2;
-1;-4;-3;0;-3;-3;-1;0;
0;1;5;6;9;3;0;0;
0;-2;-4;-7;-13;-2;-1;-1;
1;1;-4;1;14;-1;-1;-2;
0;1;2;-3;-12;-1;-1;-2;
-2;-2;-1;-3;-7;-4;-1;-3;
0;-2;2;1;-4;-1;-1;0;
-3;-2;-4;-2;0;0;0;-2;
-1;1;0;-1;1;-2;-3;-2;
-1;0;1;-2;-4;-3;-1;0;
-1;-1;-7;-2;5;0;-1;-1;
-2;-3;-3;1;-2;-2;-2;-2;
0;0;0;0;-6;-3;2;-1;
0;-3;-6;-6;0;0;-1;-2;
0;0;0;-1;3;-1;-2;-2;
1;3;7;17;21;4;2;-1;
-2;-1;-1;-6;-13;-4;-2;-1;
-1;-3;2;6;-10;-1;-2;0;
0;-2;-1;-1;19;-1;1;0;
-1;-1;-1;-6;-13;-2;-1;-1;
0;0;-2;-2;4;0;0;-2;
1;0;-3;-5;-6;-2;-1;-1;
-1;-2;-2;0;-3;-1;-1;0;
-2;-2;0;-2;-2;-2;-2;-1;
1;0;1;1;-5;-1;1;0;
-4;-3;-3;-6;-1;-2;-1;-1;
-1;3;6;10;10;0;0;-3;
0;-3;-8;-6;2;-1;-3;-1;
-2;-1;0;2;2;-2;-2;0;
0;-2;-4;-4;-11;-1;-1;-1;
0;-1;1;1;-2;-2;-1;-1;
-3;-2;-4;3;7;0;-1;0;
-1;0;4;2;-2;0;-1;-3;
-4;0;-7;-11;-7;-3;-2;0;
1;1;2;3;3;-2;-1;-1;
1;-3;-2;2;-6;0;-2;-2;
-2;0;0;-2;-18;1;0;1;
0;-2;-3;4;21;-2;-2;0;
0;-2;0;-3;2;1;0;-2;
-2;0;-3;-9;-10;-3;-1;0;
-1;0;2;0;2;-2;-2;-2;
-2;-2;-4;-4;-9;0;1;0;
-2;0;-1;-2;-8;1;0;1;
-2;-6;-5;-1;9;-3;-3;-2;
1;-1;1;2;-1;-2;-1;-3;
-2;-1;-1;-2;-7;-2;-1;0;
-3;1;3;-1;5;-1;0;-1;
-2;0;-1;-1;-4;-2;0;0;
-1;-2;-3;2;4;-1;0;-1;
0;0;6;6;-2;1;0;-2;
-1;-2;-6;-3;-12;-2;-1;0;
-1;-1;1;-1;-5;-1;-2;-1;
0;-1;-4;-3;23;1;-3;-1;
0;1;1;5;-14;-2;0;-1;
-2;0;4;0;19;-1;0;-1;
0;0;-6;-11;-8;0;-1;-1;
0;1;2;0;-4;-1;-2;-2;
-1;-1;-2;-8;-11;-1;-2;-1;
0;-2;-2;3;11;1;2;-1;
-2;-1;-3;-2;1;-1;0;0;
