Año;Mes;Dia; Hora
2020;04;21;22-08-57
CH1 ;CH2 ;CH3 ;CH4 ;CH5 ;CH6 ;CH7 ;CH8 ;
-2;-2;-1;0;3;-2;-1;-1;
1;0;-1;-3;-5;-4;0;0;
-1;1;-1;0;-4;-2;0;-1;
-2;-6;-1;1;0;0;-3;-2;
-2;-1;-2;-4;-5;-2;-1;0;
0;0;-4;-3;2;1;-1;-1;
-1;1;1;1;0;2;0;-1;
0;0;-1;1;-1;-2;-1;0;
0;0;-2;-2;-5;-1;-1;-1;
-2;0;0;-2;-3;0;1;0;
-1;-3;0;-2;-1;-3;-2;-1;
1;-1;-3;0;0;0;0;-3;
-2;-1;0;-4;0;-1;-1;-2;
0;3;4;2;0;-1;-2;0;
-1;-1;-1;-3;-2;-2;-1;-1;
-2;-4;-4;-5;-6;-3;-2;-1;
-1;-2;-1;5;12;3;0;-1;
-1;-1;0;2;-1;-1;-1;-2;
-1;3;2;-1;-3;0;-2;1;
-2;-5;-3;-3;-1;-1;0;-1;
-3;-1;-5;-4;-8;-2;-1;-1;
-3;-1;0;-3;0;-1;-2;0;
-1;0;-1;0;-2;-2;-2;-1;
-2;-2;-1;-2;-1;-1;-1;-2;
-1;-2;-1;1;-2;0;-1;-1;
0;-2;-1;0;-2;-2;0;0;
-1;-1;-1;2;-2;-2;-1;1;
-1;2;1;-4;0;1;1;-1;
-2;-3;-3;-1;-3;-2;-1;-4;
-1;-2;-2;-3;-1;0;-2;-1;
0;-2;1;-2;-2;-2;-2;-2;
-1;3;2;-3;0;-1;-1;0;
-1;-2;0;0;2;0;-3;-1;
-3;-3;-3;2;-1;-2;-2;-3;
-2;0;-3;-1;-4;-4;0;-1;
0;3;6;-1;-6;-1;-2;-2;
-1;-5;-10;-3;-8;-3;-3;0;
-2;-1;-1;-4;-4;-2;-1;-2;
0;-2;-6;-3;0;1;-2;-1;
-2;0;-2;0;-7;-2;1;0;
0;3;6;3;1;0;-1;-1;
-2;-1;0;-2;1;1;-1;0;
-2;-1;0;-1;1;-1;0;-2;
1;-2;-4;-2;-5;-2;-2;-1;
-1;-2;-1;0;0;-2;-1;-2;
-1;-2;-5;-7;-2;-1;-1;-2;
-1;0;2;3;4;1;-1;-2;
-3;-2;-3;0;6;0;-1;-1;
-3;-1;2;1;1;-3;0;-2;
-1;0;1;2;-5;-1;-1;-1;
-2;-4;-4;-6;-1;0;2;-2;
1;-1;-3;1;0;-2;-1;-2;
0;-2;-1;-2;-2;-1;-1;-1;
2;3;5;0;6;0;-1;0;
-3;-5;-3;1;-2;0;-3;0;
0;1;0;-3;-3;-2;0;0;
-2;0;3;0;1;-2;0;-2;
1;2;-2;0;0;-1;-2;-2;
-1;0;-7;-1;5;1;-3;-1;
-4;-3;0;-3;-2;-3;0;0;
-2;-2;-1;-1;-5;-2;-1;-2;
1;-2;-1;-5;-4;-1;-1;0;
1;2;1;1;-1;-1;-2;-1;
-1;2;-2;0;1;-1;-2;0;
-1;-2;-6;-2;-1;-2;-1;-2;
-2;-1;1;-1;0;-1;0;0;
-2;-3;-3;-2;-2;-3;-2;-2;
-1;3;2;-1;-2;3;0;-2;
0;0;-2;4;-2;-1;0;1;
-1;-2;-1;-6;3;1;2;1;
0;0;5;6;1;2;0;0;
1;-1;0;-1;0;0;-1;0;
-2;-4;-7;-7;-2;-1;-1;-3;
-1;-1;0;-1;-4;-4;-1;-3;
-3;-1;2;1;5;1;-3;0;
-1;-1;0;-1;0;1;-2;-1;
