CH1 ;CH2 ;CH3 ;CH4 ;CH5 ;CH6 ;CH7 ;CH8 ;
-1;3;-1;2;-3;-5;-4;0;
-1;0;0;-2;-2;-4;-2;-2;
15;-14;8;5;-11;6;-4;1;
1;-9;3;3;-4;3;-2;1;
-5;1;0;-2;-3;0;2;-2;
0;-1;-1;-2;-2;-1;0;-2;
-3;2;0;-3;-1;0;-2;-1;
-1;0;8;-14;3;-2;2;3;
4;2;-4;0;1;0;0;1;
2;2;-3;-2;-2;-1;0;-2;
3;7;-10;-1;-8;-6;2;-3;
0;0;7;-33;3;0;11;6;
-2;1;-5;-2;-1;-5;10;-8;
-1;1;0;-1;0;-4;2;-1;
0;0;1;0;-1;-1;-3;-1;
0;-1;-3;-2;-4;0;-2;0;
0;0;-3;-3;1;-1;1;-3;
2;-4;-2;0;-3;0;0;0;
-2;-3;-1;2;-15;6;-2;2;
-6;-2;-4;4;-10;8;-7;3;
3;-2;-4;-1;-2;-1;-3;2;
0;1;-1;-1;-1;-2;-1;1;
3;-1;0;-1;1;-3;-1;0;
0;-1;-3;2;1;-3;-3;1;
0;-2;0;1;-1;-3;1;0;
1;-4;-3;0;-4;-2;0;0;
5;-2;-9;5;-1;-8;7;1;
5;4;-11;-3;-4;-2;10;1;
3;1;-11;0;-3;2;3;-4;
-1;2;-4;0;-2;1;0;1;
1;1;-3;0;-4;-1;0;2;
0;-3;0;-1;-3;-1;0;3;
-3;1;-1;-1;1;1;-2;-3;
-1;0;-2;0;-2;-2;0;-2;
-4;5;-2;0;0;1;0;-5;
-8;1;-4;2;1;-1;-5;2;
-9;3;-5;1;-1;-5;-1;3;
-2;1;-2;-4;0;-1;-2;-3;
-1;-2;1;-2;0;0;1;-2;
-7;-8;-1;-2;7;2;-4;0;
0;-1;1;-1;-1;-1;-2;0;
2;-3;-4;-3;0;-2;1;1;
13;-8;2;-10;3;1;-4;-2;
4;-14;-2;3;3;-1;1;5;
-10;-1;-2;4;-2;-1;-1;0;
-1;0;-5;-1;-3;-2;0;-1;
-1;0;-3;-1;-1;-1;-1;-1;
-4;-1;-2;-1;-2;0;0;0;
-2;0;0;-1;-1;0;1;1;
-4;-1;0;-1;-2;1;-1;-1;
-17;8;6;-2;-4;-7;-10;13;
-19;3;5;-4;8;-8;-4;2;
-8;3;-10;5;4;-3;0;-2;
-1;-3;-3;1;2;-5;3;-1;
-2;-1;1;-1;2;-2;-1;-2;
-2;3;-8;-6;1;-1;4;-3;
-2;-1;-1;-3;1;-1;1;2;
-1;-2;2;-3;1;-1;2;-1;
-7;-1;6;-9;-1;0;-2;-2;
5;-9;5;-8;2;6;-2;-4;
-5;-5;9;-6;6;-6;-2;-3;
-2;-2;1;-1;0;-2;-2;1;
1;0;0;-1;-2;-2;-1;0;
-4;2;-1;-2;-1;-3;0;-2;
-1;0;-2;0;-3;1;0;-2;
-3;5;-1;-1;-4;2;0;-4;
3;12;-6;14;-26;8;8;-1;
-3;5;-14;8;-6;5;6;-16;
-2;-1;1;-3;-4;1;-2;-3;
-2;-1;2;-3;-3;2;-1;-3;
-1;-1;-1;0;-1;0;0;1;
0;0;-2;0;0;-2;1;8;
-2;-1;1;-2;2;-2;-1;-2;
0;-2;-3;1;0;-1;1;-2;
2;-7;-4;-2;0;-6;0;-2;
-5;0;3;8;-2;-3;-2;-3;
-1;2;-1;1;-1;-3;1;-1;
2;-1;1;0;-3;1;-1;-1;
-4;0;-1;2;3;-1;-2;-2;
-12;2;1;0;2;0;-2;-1;
-2;0;-1;-1;0;0;-1;1;
-1;1;-1;-1;-4;0;-3;-1;
11;4;0;-4;-9;10;-4;-8;
4;-1;2;-4;-1;0;-6;-3;
-4;2;-3;0;11;-8;-1;-3;
-1;-1;-1;-1;0;1;-3;-1;
1;-1;-2;0;-1;1;-2;-1;
-2;-5;-3;-3;1;-1;-2;-2;
-4;-2;0;0;-1;-4;-1;1;
-1;-1;-2;1;0;-3;0;-1;
7;-9;3;4;0;-3;-5;-6;
2;-1;1;6;-11;-2;-1;-1;
0;1;1;-3;-10;-2;0;0;
-2;-1;-1;0;0;-5;-2;-1;
-1;1;-2;-2;-1;-1;1;-1;
-2;-1;8;-15;6;-4;0;2;
0;0;-1;0;-1;-1;-2;0;
1;-2;-1;1;-2;-2;0;-2;
5;-3;-3;4;-3;-1;8;-6;
2;0;-1;2;-3;-6;1;-1;
-1;-1;-5;1;3;-6;-4;-3;
-1;0;0;1;-2;-2;-3;-1;
-2;-3;0;1;0;-1;-1;0;
-1;0;-3;2;-3;0;-2;0;
0;1;-2;0;1;-2;0;1;
-2;-1;0;1;-1;-1;-3;0;
-8;-2;2;0;-4;3;-2;5;
-2;-2;-7;-1;4;0;2;-12;
2;1;-5;2;-3;-1;-6;1;
-4;-3;1;1;-1;1;-3;-2;
0;-1;2;-1;-3;0;-2;0;
0;-1;0;0;1;-1;-5;0;
-2;1;-2;-1;-1;1;-1;-3;
-2;-1;-3;-2;-2;0;-2;-3;
-9;-4;-5;-5;6;1;-9;-6;
-2;-1;4;3;-3;4;-16;0;
-4;3;-1;-2;0;1;-1;-3;
0;0;1;-1;0;1;-5;-2;
-3;-2;-4;1;-2;-2;1;-1;
-4;9;-15;3;-1;1;2;-3;
-1;-2;-1;-1;-1;0;0;2;
0;-3;0;0;-3;-2;3;1;
2;-10;7;-2;-8;2;4;20;
1;0;7;-9;-3;0;4;5;
-1;-3;3;-7;-2;1;4;-3;
-1;1;1;-3;-1;-2;4;-1;
0;0;-2;-2;0;-1;-2;-1;
-1;-4;3;-3;1;-4;-1;1;
1;-1;1;-1;-4;-1;-2;0;
-1;-4;-2;-2;-2;0;-2;-1;
-7;-7;-5;2;-2;-3;0;-6;
-4;0;2;-3;-9;-1;3;0;
-8;5;0;-3;0;-6;-2;-2;
-2;-1;0;-2;1;-2;0;-3;
-3;-2;-1;-1;1;-1;1;-2;
-2;-3;1;3;0;-2;2;-1;
