CH1 ;CH2 ;CH3 ;CH4 ;CH5 ;CH6 ;CH7 ;CH8 ;
-1;3;0;-2;9;-2;0;5;
-2;-7;2;33;-6;2;-1;-2;
-2;3;-24;-16;-6;1;-1;0;
-3;-11;-39;11;2;-4;-4;-6;
-2;0;31;23;-6;-6;-6;-6;
-1;2;8;-18;-3;-1;2;1;
-3;-4;0;-8;-4;-7;-6;0;
-2;-1;10;10;18;8;-2;0;
2;4;2;-14;9;5;4;-1;
3;6;21;56;-7;-2;0;1;
-3;-8;-23;-46;-4;-2;-3;-3;
0;9;19;-73;-11;3;5;8;
2;5;26;47;5;-2;0;-1;
-5;-6;-50;-46;-38;-11;-9;-7;
1;2;31;2;40;5;-4;-7;
-2;-2;-40;-48;-55;-4;-3;0;
-2;0;1;17;1;-3;-1;-1;
-3;-1;-28;5;-6;-4;2;-1;
2;1;8;-25;-1;-2;1;-2;
1;8;42;80;31;2;3;6;
-1;-2;3;-38;3;3;-8;-8;
1;-1;12;-41;-4;0;-1;2;
-4;-4;-58;-11;-9;-3;2;2;
-3;-8;-36;25;15;-2;2;0;
-4;-7;-19;-23;-24;-8;-2;-2;
2;3;11;18;23;5;1;0;
-3;-3;15;-19;-21;-4;-6;-3;
0;-7;-22;1;13;-2;-4;-4;
3;10;18;53;16;5;2;5;
-3;-10;-58;-17;4;1;1;-1;
-1;-2;8;-19;-24;-5;3;2;
5;12;34;68;20;2;2;1;
-1;-2;-2;-55;-24;0;-1;0;
-4;-3;8;-9;9;7;4;-3;
-10;-17;-36;-57;-22;-11;-3;-7;
4;6;44;-12;6;3;3;-1;
1;3;17;60;9;-6;-1;-1;
-2;-2;14;9;12;6;-3;0;
-1;-8;-15;21;20;6;1;4;
-1;3;23;-26;-24;-2;-5;-1;
-2;-2;-7;28;0;-4;-5;-6;
5;1;20;-1;1;2;3;4;
3;8;30;1;7;0;3;9;
-3;-2;-5;-21;1;-1;0;-11;
0;-4;-9;22;7;-1;-1;2;
0;8;12;4;-3;0;0;-3;
-4;-2;-77;-60;-19;-5;-5;0;
-3;-8;5;48;-5;-5;-5;0;
-2;0;-3;-66;-9;-9;0;-2;
2;6;6;-5;11;8;1;-4;
0;-7;31;34;-32;-6;-3;-2;
4;20;40;61;35;15;4;5;
-8;-18;-51;-49;4;-11;-9;-4;
-5;-7;-30;-32;-27;-10;-4;-4;
2;4;25;58;14;3;3;-1;
-3;0;1;1;-8;-5;2;-5;
-1;2;34;13;15;4;2;0;
-4;-6;-33;-22;-12;-7;-3;-5;
-3;-6;-11;-12;-9;-2;-4;-7;
-2;-1;0;37;13;0;-5;0;
1;-6;-24;-31;-5;4;3;3;
5;10;48;-12;-5;-2;-2;6;
