CH1 ;CH2 ;CH3 ;CH4 ;CH5 ;CH6 ;CH7 ;CH8 ;
-2;-6;-11;-12;-11;-4;-2;-2;
-2;-2;-1;3;2;0;-3;-2;
-1;0;5;-2;-1;-2;-1;-3;
-3;-4;-9;-1;25;6;0;0;
-1;0;-2;-9;-37;1;-1;-1;
-5;-4;0;0;-1;-6;-1;0;
-2;-1;3;-5;-1;-2;-2;0;
-1;0;-7;-2;10;3;-1;-1;
-1;-2;-3;9;17;-5;0;0;
1;3;6;2;-2;11;1;-2;
1;0;-1;1;-3;-2;-2;-2;
-1;-1;2;0;-21;-11;-1;0;
-1;-3;-2;0;9;9;0;-2;
2;0;-1;-2;5;-2;0;-2;
-3;-4;-5;-1;-2;0;-3;-1;
0;-1;-11;-13;-15;-6;-1;-1;
-2;0;1;-5;-5;-8;-2;-1;
0;0;1;1;-2;-1;1;-2;
0;1;4;13;-3;3;-2;-2;
-1;-1;9;-1;3;-1;-2;1;
-2;-7;-21;-6;-7;1;-2;-3;
-1;1;-1;-4;7;-12;0;0;
-2;0;-1;-2;12;3;1;0;
-2;-1;1;3;-4;-2;-1;-1;
-1;0;7;2;-19;2;-1;0;
1;1;5;2;-2;-1;-1;-1;
1;-5;-31;-4;-6;-8;-1;-1;
-2;-2;0;-6;-4;3;-2;-2;
1;-1;-7;-6;3;-12;-1;-1;
-4;-3;-1;-16;9;6;-4;-1;
0;3;10;32;28;-4;-1;-1;
0;-1;-1;1;-17;2;-2;0;
0;-1;-2;-3;-20;0;-2;-1;
-3;-1;2;3;5;-1;0;0;
1;-3;-3;-12;4;3;-1;-1;
-1;-2;-5;-6;11;3;-2;-1;
1;4;9;8;-5;0;1;0;
-1;-1;-2;0;11;0;-1;0;
-2;-2;-1;-15;-7;3;0;0;
0;-1;3;10;8;-4;2;-1;
-1;2;2;0;9;1;-1;-2;
-1;-5;-6;4;-6;8;0;-2;
0;0;0;-2;3;2;1;-1;
-2;-3;-5;-5;-2;-6;-1;-2;
0;2;8;2;17;-2;0;-1;
-1;-7;-25;-4;0;-1;-2;-3;
0;2;6;0;-13;-5;-4;-2;
-2;-5;-21;-12;-27;-9;-1;0;
