Año;Mes;Dia; Hora
2020;05;04;21-11-14
CH1 ;CH2 ;CH3 ;CH4 ;CH5 ;CH6 ;CH7 ;CH8 ;CH9 ;CH10 ;CH11 ;CH12 ;CH13 ;CH14 ;CH15 ;CH16 ;
14563.144989388586;165714.69345267935;3006.1308152831575;6855.905873287425;8147.479074892888;-15387.52202838922;-2130.769447179967;-2338.3277461919483;110008.49127870695;10116.846575361084;11630.752579063485;11523.128929511182;-6042.48118906989;33204.32105115903;7075.332948605174;7338.256518632951;
14566.721268501435;165716.63805444696;2993.859707577194;6825.574556061573;8087.308178819201;-15449.682229719429;-2187.05113971843;-2467.9008087993634;109879.9910998334;10111.482156691809;11771.725031343107;11620.448424869588;-6049.074953684206;33640.22477152643;7694.230400828172;9006.50131779925;
14554.36075381765;165748.04225540665;3000.2970099803224;6860.0185942672015;8151.904720295039;-15376.726135817307;-2158.4632585600925;-2361.7300226366547;110012.0675578198;10126.81545338815;11627.377465650734;11526.392284201656;-6057.7250787884095;33212.3900309074;7103.630257085593;7492.952942008132;
14591.621111824647;165712.39122300045;3026.113274826202;6851.368469162998;8110.330475608168;-15429.00686609827;-2126.187339566629;-2420.33629659847;109894.69854768498;10131.375209257032;11799.441194467689;11642.889576302718;-6023.549261516245;33645.499783217885;7674.8737901298755;8835.80104539407;
14541.776721689312;165762.36972360252;2979.3981289146104;6842.763047547704;8141.734676567874;-15389.891313301483;-2198.316418923905;-2400.3761887998808;110007.37369148419;10114.298476493177;11628.673866829142;11524.738255111964;-6064.207084680448;33229.66792937135;7161.253054291375;7697.516107263102;
14607.848478299198;165700.12011529447;3050.9684146605036;6866.992338537257;8121.126368180081;-15417.585124681607;-2083.383748934716;-2380.6843019347552;109906.83554492421;10137.566642471153;11799.843525867884;11640.676753601641;-6009.065331109206;33627.19370450899;7626.862243039876;8616.888060198791;
14528.8797651386;165774.86434875304;2962.4778583619427;6829.039076452145;8124.345019381645;-15400.351929706567;-2239.086000810385;-2444.4538288657463;110004.66913040509;10111.638618902996;11630.752579063485;11525.542917912355;-6076.589951108689;33259.328694263546;7221.870985254167;7916.451444202834;
14613.347007435204;165678.3048127061;3060.1996851205454;6872.200294995344;8128.547147339243;-15414.210011268857;-2046.5927775612806;-2347.7378306076325;109913.63047523862;10138.281898293722;11796.66957815523;11639.089779745314;-5999.543487971246;33589.17338719051;7555.850750905365;8360.826475718794;
14518.106224311141;165779.71467729984;2946.384602354122;6808.810747720093;8118.868841990095;-15414.634694413508;-2270.110222114351;-2477.48970717069;109980.93157779356;10085.509429634742;11625.656381327675;11515.305818951825;-6084.144840734582;33284.49675852022;7289.932047120577;8163.348813456156;
14627.495661675413;165677.6566121169;3075.041243438869;6888.539420192173;8149.535435382776;-15395.2333802263;-2005.800843930345;-2306.9011934877867;109926.97446667844;10144.67449720794;11787.885342584294;11630.909041274672;-5988.457022721413;33550.21429660491;7479.7654127795;8103.26732436029;
14518.240334777873;165785.43672388038;2934.4934743038984;6797.456061536796;8106.687141261953;-15427.799871897683;-2296.105300915873;-2507.5304517186228;109976.17065622458;10094.874810561516;11647.672849616152;11529.56623191431;-6085.955332035463;33345.11468948301;7373.16994347214;8411.676694354617;
14631.094292532718;165663.6420683434;3080.495069085964;6885.41017596843;8148.730772582385;-15397.42385118292;-1995.6531519476357;-2287.0751961559295;109940.67608602955;10141.187625072913;11768.774601075007;11614.212288166558;-5995.0954908246395;33492.01035404329;7393.375920459738;7856.347603362514;
14513.34530274216;165787.91776751494;2931.5430440357977;6790.504669011196;8093.633722500053;-15436.539403979708;-2312.7126470461667;-2538.1523416223936;109953.64009781362;10090.963255281837;11662.425000956655;11540.585641930777;-6095.141899006593;33389.88523362699;7456.09491540133;8661.56919736495;
14628.65795238709;165665.094931733;3088.0946622007687;6895.98255109579;8162.879426822595;-15384.750412076763;-1983.3149890083064;-2268.5232482580245;109953.57304258026;10149.77069494375;11754.000097990049;11608.87022124174;-5993.419109990491;33434.32050160414;7308.171070596108;7628.717437829667;
14502.39294795906;165777.01011622074;2924.8151689547503;6782.279227051643;8081.496725260821;-15454.331392566133;-2325.497844874602;-2559.587664555033;109933.92585920404;10090.13624073699;11683.748565167018;11555.270738037914;-6087.944637291985;33452.15719367948;7532.493177949569;8864.634795741415;
14627.897993075609;165683.4680656753;3085.077176699302;6909.706522191349;8175.709328139941;-15372.747525304261;-1985.1925355425522;-2258.7331841866;109966.78292355334;10149.860101921571;11729.591993044853;11590.63119776621;-5993.441461734947;33384.05142832416;7227.458921367994;7447.757714719501;
14507.690311394968;165775.80312202015;2931.990078924904;6783.329759041043;8079.976806637861;-15463.987346170825;-2324.5814233519345;-2568.997748970717;109928.02499866784;10102.183830998401;11711.08474863586;11576.214322592536;-6070.689090572488;33510.87522636357;7601.984751461119;9013.296248113662;
14619.627847627145;165690.35240296752;3082.2832086423887;6903.716254677326;8178.726813641408;-15369.551225847154;-2005.7337886969792;-2256.8109341634436;109979.4563626595;10145.277994308233;11706.435585789155;11571.229883579002;-6009.020627620295;33323.94758748384;7164.874036893134;7319.838681201778;
14530.265573294828;165779.44645636636;2955.1017826916914;6801.278209838654;8088.068138130682;-15451.805645442682;-2301.2014986516833;-2545.617824270466;109919.66544624156;10106.654179889463;11742.019562962005;11594.229828623513;-6066.732831803898;33564.65352352304;7661.172170778772;9118.774130198257;
14607.133222476628;165700.34363273904;3073.6107317937294;6902.151632565455;8174.301168239256;-15360.744638531762;-2026.5432627848702;-2263.561160988946;110001.18225827007;10151.760000200273;11695.93026589516;11570.112296356237;-6013.110996855617;33287.558947510595;7117.8236148147125;7239.350049418217;
14537.842814665177;165757.631153778;2970.479782876943;6803.423977306364;8086.034129385249;-15450.553947753186;-2271.6524924817672;-2531.1562456078823;109902.67812045553;10112.309171236655;11763.544292872464;11611.261857898458;-6058.350927633158;33605.04312575378;7697.873735174387;9160.035450462754;
14594.482135114926;165710.87130437748;3061.026699665392;6890.394614981964;8180.626711920108;-15361.23637690978;-2062.1719434466295;-2277.0392628954964;110003.48448794895;10139.198319816389;11676.372489496767;11555.4272002491;-6022.006991148829;33249.806851125584;7097.2823616602855;7254.035145525354;
14555.433637551503;165735.34646455606;2986.7071493514954;6808.698988997816;8087.956379408405;-15454.286689077222;-2244.0033845905527;-2508.8045011525755;109897.38075701962;10108.62113340153;11781.47039192562;11622.884765015217;-6047.443276338969;33636.670844158034;7719.040837173562;9141.371743842572;
14586.591969322202;165720.4602027488;3038.7196586989953;6876.849457842048;8165.785153601784;-15371.384068892488;-2108.2388887690176;-2320.3345919054264;110009.47475546299;10122.81449113065;11656.524140420455;11536.204700017537;-6036.423866322501;33220.88369380042;7086.352358621641;7315.323628821806;
14579.21589365195;165721.60014171604;3008.6789141510626;6822.06533218209;8094.572495767176;-15451.626831487041;-2204.3290381823826;-2483.1894020067934;109891.72576567243;10106.989456056292;11792.802726364462;11626.416340639156;-6040.961270446929;33644.22573378393;7709.787214969065;9051.450675898872;
14566.900082457076;165734.43004303338;3020.7488561569285;6857.626957610483;8157.604415131143;-15385.666833599429;-2153.6576335022014;-2359.8301243579535;110014.90622936562;10113.583220670607;11644.811826325873;11527.509871424421;-6052.137142674583;33206.82444653803;7097.148251193554;7443.1309036172515;
14599.064242728264;165713.9111416234;3033.534053985364;6846.473437127285;8111.805690742218;-15439.445130758899;-2154.3058340914054;-2451.0252417356064;109900.10766984317;10115.99720907178;11808.605409694364;11638.039247755916;-6020.6882382259655;33645.38802449561;7692.732833949666;8922.570517369571;
14557.98173641941;165758.14524390045;3001.056969291803;6853.313070930609;8147.233205703879;-15389.220760967823;-2197.712921823612;-2400.7785202000764;110013.5651246983;10110.3869212135;11643.314259447368;11525.095883023248;-6054.461724097935;33217.66504259885;7140.734152881402;7631.913737286775;
14612.31882719026;165708.36790899848;3053.538865272864;6864.779515836181;8125.082626948671;-15425.072959074136;-2110.9434498481096;-2406.1876423582607;109906.96965539095;10136.896090137494;11819.848337155383;11648.477512416544;-6006.338418285659;33641.588227938206;7649.035173539541;8719.683732948748;
14534.199480318963;165765.74483701526;2973.720785822962;6829.3743526189755;8139.030115488782;-15407.14686002098;-2242.34935550086;-2440.1622939303275;110006.83724961725;10113.76203462625;11643.761294336475;11525.811138845818;-6062.351889890658;33247.19169702431;7197.217011119964;7846.557539291089;
14620.723083105457;165692.31935647957;3070.8614672257268;6876.849457842048;8138.337211410668;-15414.14295603549;-2064.9435597590877;-2366.6697581612775;109908.98131239192;10136.203186059378;11807.085491071402;11637.771026822451;-5998.224735048382;33609.46877115593;7584.796259974988;8491.807698226894;
14522.420110991015;165777.05481970965;2964.1765909405462;6821.081855426056;8125.820234515695;-15412.62303741253;-2275.564047761446;-2470.6053698784553;109998.8129733578;10105.916572322438;11652.143198507214;11532.85193834924;-6074.801811552265;33286.374305054465;7268.8543520992225;8096.5618010236985;
14627.339199464226;165683.02103078619;3084.4513278545533;6888.382957980986;8146.160321970025;-15406.521011176232;-2037.3391553567835;-2330.1246559768506;109920.53716427532;10135.778502914727;11805.744386404085;11639.626221612243;-5995.274304780281;33568.878003225094;7509.359122438326;8232.01337242286;
14520.095529567663;165789.9741280048;2952.6877942905185;6808.766044231182;8117.1701094114915;-15424.111834062558;-2303.4813765861245;-2503.8647656279527;109986.22894122946;10094.919514050427;11663.944919579617;11542.95492684304;-6080.009768010351;33326.115706696;7351.488751350493;8342.296879565345;
14632.569507666769;165678.6624406174;3094.0849297147906;6896.31782726262;8154.765743585318;-15398.943769805881;-2014.585079501281;-2304.308391130971;109939.82671974025;10141.38879077301;11797.42953746671;11632.987753509016;-5987.495897709835;33515.23381653235;7426.076522597853;7957.489247022778;
14513.211192275428;165794.91386352945;2943.5459308082977;6803.334570328542;8101.166260381492;-15437.612287713562;-2326.5483768640015;-2540.521626534656;109971.4544381445;10096.19356348438;11680.149934309715;11555.33779327128;-6076.902875531063;33374.41782646392;7431.999734878509;8587.428461006697;
14626.467481430469;165669.0064870127;3091.715644802528;6898.955333108346;8158.476133164899;-15394.272255214722;-2003.1186345957083;-2289.533888046013;109952.14253093512;10144.853311163582;11773.200246477158;11620.470776614044;-5989.731072155366;33456.15815593698;7338.144759910675;7721.81245348602;
14507.466793950414;165782.5757005901;2934.605233026175;6791.421090533864;8087.621103241576;-15450.978630897836;-2337.6348421138337;-2560.906417477896;109948.4544931;10086.269388946223;11689.917646636683;11559.204645062047;-6095.320712962236;33429.87250445753;7509.470881160603;8810.610629392939;
14632.323638477761;165675.53319639363;3101.4163018961317;6917.216708328332;8172.982415316394;-15370.020612480714;-1987.6959309215465;-2261.4377452656922;109969.68865033254;10149.837750177116;11758.313984669923;11611.083043942815;-5996.458947236413;33406.112600101544;7260.2265787394745;7528.358105225338;
14509.925485840498;165775.51254934224;2943.277709874834;6797.433709792342;8083.284864817246;-15452.610308243075;-2332.4492374002025;-2564.616807057477;109936.00457143839;10093.533705894197;11721.634772018764;11583.344529073778;-6075.561770863745;33493.48556917734;7585.511515797558;8979.545113986149;
14613.905801046587;165672.98509752573;3086.7088540445393;6908.901859390958;8165.628691390597;-15373.149856704458;-2012.7075329670351;-2268.9032279137646;109972.03558350034;10138.416008760454;11726.686266265664;11589.67007275463;-6003.5668019732;33346.88047729498;7193.014883162366;7382.512972654459;
14524.923506370009;165774.48436909728;2953.2912913908117;6800.786471460638;8081.6531874720085;-15451.045686131203;-2314.5007866025912;-2564.8626762464855;109918.61491425216;10092.930208793905;11735.872833236794;11592.933427445107;-6071.784326050798;33542.61470349011;7645.972984549164;9110.928667894445;
14613.347007435204;165688.49720817772;3082.506726086942;6903.179812810399;8170.90370308205;-15367.09253395707;-2024.35279182825;-2270.758422703555;110010.12295605219;10149.368363543554;11715.55509752692;11583.836267451796;-5994.693159424443;33306.088543664046;7135.950879567967;7261.3441659622395;
14529.080930838696;165744.8236042051;2950.340861122711;6783.285055552132;8067.839809398629;-15473.911520708982;-2300.5532980624794;-2564.5721035685665;109904.13098384513;10084.123621478513;11748.054533964936;11596.017968179938;-6072.209009195449;33581.84201500917;7684.127412334373;9164.997537731831;
14595.823239782243;165687.08904827703;3054.0529553953356;6876.938864819868;8161.963005299927;-15387.432621411399;-2065.636463837202;-2304.666019042256;109999.6623396471;10120.892241107493;11672.952672595105;11547.537034456378;-6024.689200483465;33243.61541791146;7088.632236556082;7242.993383764432;
14551.946765416476;165743.70601698232;2978.727576580951;6802.239334850233;8085.251818329313;-15471.765753241272;-2261.0130621210415;-2544.209664369782;109899.0347861093;10093.109022749546;11772.820266821416;11610.34543637579;-6063.402421880058;33604.663146098035;7699.907743919819;9157.040316705743;
14573.940881960498;165698.42138271587;3036.8644639092045;6868.221684482299;8153.312880195723;-15393.400537180965;-2101.6898276436123;-2328.2247576981495;110014.48154622097;10123.686209164407;11667.342384736823;11545.123046055203;-6026.656153995533;33222.962406034756;7077.054032928233;7269.659014899614;
14554.226643350918;165715.92279862438;2988.048254018814;6810.107148898501;8078.613350226087;-15472.704526508394;-2226.3231547264045;-2517.2758123011367;109883.07564056822;10083.922455778415;11771.881493554294;11610.390139864701;-6059.334404389192;33625.22675099692;7712.603534770434;9120.8528424326;
14559.546358531281;165716.19101955785;3017.083170066258;6856.665832598906;8146.160321970025;-15394.629883126008;-2144.9404531646314;-2360.232455758149;110015.04033983235;10101.088595520092;11642.934279791627;11524.246516733947;-6047.376221105603;33199.3366121455;7083.759556264825;7402.651894408691;
14572.800942993277;165696.27561524816;3008.053065306314;6821.037151937146;8084.335396806646;-15462.15450312549;-2189.1745554416843;-2479.9260473163185;109882.31568125675;10087.90106629146;11787.818287350929;11620.336666147312;-6049.186712406482;33633.385137723104;7687.033139113562;8994.051396137644;
14548.683410726002;165739.90622042492;2997.9724285569705;6848.842722039548;8143.098132979648;-15392.461763913843;-2187.609933329813;-2390.6084764729117;110016.0238165884;10100.865078075538;11638.821558811851;11520.670237621098;-6067.492791115379;33203.1364087029;7107.094777476165;7559.047050362475;
14586.949597233486;165688.09487677753;3029.9354231280595;6842.964213247802;8101.233315614858;-15446.888261662516;-2137.765543194478;-2427.8017792465425;109899.32535878723;10107.011807800747;11809.186555050203;11631.512538374966;-6026.47734003989;33633.69806214548;7644.698935115211;8783.676777324294;
14537.507538498348;165755.373627588;2985.053120261803;6837.108056200512;8141.622917845598;-15402.922380318927;-2223.573890158402;-2421.0068489321293;110009.67592116309;10095.925342550916;11639.11213148977;11521.318438210303;-6062.530703846301;33229.131487504426;7154.905158866068;7744.454770619246;
14609.882487044631;165681.94814705232;3062.4572113105314;6865.092440258556;8130.290583406757;-15430.258563787767;-2085.6636268691573;-2386.652217704322;109908.2884083138;10119.662895162452;11813.455738241166;11643.604832125287;-6001.6669036944995;33614.98965203639;7598.073196181441;8551.956242556125;
14524.834099392188;165760.53688055716;2964.623625829652;6816.92443095737;8127.831891516673;-15424.111834062558;-2265.170486589728;-2471.588846634489;109999.59528441374;10085.71059533484;11639.983849523527;11525.609973145722;-6071.516105117334;33255.595952939504;7235.170273205075;7987.217067148336;
14616.99034178142;165665.98900151122;3072.2919788708664;6874.703690374338;8135.565595098209;-15423.262467773257;-2054.9299782431103;-2355.2033132557053;109922.05708289827;10123.082712064113;11805.00677883706;11641.213195468568;-5990.6921971669435;33573.147186416056;7536.449436718159;8314.893640863138;
14511.668921908013;165767.04123819366;2949.1785704110353;6803.334570328542;8110.956324452916;-15432.471386488842;-2303.6825422862225;-2509.7656261641537;109984.21728422849;10075.093516718569;11645.124750748248;11526.727560368487;-6087.005864024862;33294.912671436396;7312.887288676177;8252.82284651075;
14623.51705116237;165660.06578923058;3082.529077831397;6886.17013527991;8141.913490523517;-15407.616246654541;-2030.6559837646466;-2322.770932051055;109934.03761792633;10128.134206311013;11795.127307787814;11630.864337785762;-5994.536697213256;33530.634168462064;7451.848083954822;8063.54827446321;
14491.306482709228;165746.49998503923;2925.1057416326694;6778.568837472062;8081.429670027455;-15454.644316988508;-2338.46185665868;-2542.332117835536;109964.81597004128;10069.66204281593;11653.998393297004;11531.197909259548;-6094.583105395211;33349.67444535189;7387.989150046009;8506.537497822941;
14618.018522026363;165642.16204192187;3083.4454993540644;6889.344082992564;8146.94263302596;-15402.497697174276;-2016.5296812688925;-2296.4852805716137;109926.32626608924;10108.352912468066;11755.050629979449;11595.52622980192;-6010.629953221078;33466.752882808796;7361.50233286647;7854.559463806089;
14503.465831692914;165770.10342718405;2939.6790790175296;6792.784546945638;8092.180859110458;-15446.754151195784;-2337.6795456027444;-2551.2728156176586;109955.27177515886;10066.398688125455;11679.457030231599;11544.676011166099;-6086.000035524373;33408.10190535807;7472.702261531623;8752.987832187157;
14627.205088997494;165660.4457688863;3101.148080962668;6905.616152956028;8167.148610013558;-15384.99628126577;-1995.7872624143677;-2269.9090564142534;109972.21439745599;10130.950526112381;11765.533598128986;11608.19966890808;-5992.525040212279;33424.150457876975;7284.433517984572;7611.953629488186;
14502.169430514507;165764.53784281467;2933.9123289480603;6785.162602086378;8077.473411258867;-15465.730782238339;-2345.793228840021;-2572.1269931944603;109947.98510646644;10075.406441140944;11704.468632277089;11565.329023042801;-6079.8533057991635;33464.13772870752;7548.832303146399;8929.834834317546;
14614.41989116906;165658.1882426963;3088.049958711858;6899.000036597256;8168.512066425332;-15388.863133056539;-2008.8853846651775;-2274.982902405608;109978.94227253704;10128.268316777745;11732.028333190481;11588.597189020777;-6004.080892095672;33360.4256344349;7203.833127478734;7439.018182637476;
14498.257875234829;165746.99172341725;2932.9065004475715;6775.1490205704;8072.108992589592;-15476.996061443813;-2334.952632779197;-2584.263990433692;109919.24076309691;10073.03715622868;11715.309228337912;11567.944177144072;-6087.497602402878;33510.67406066347;7606.9021352412865;9075.434097699415;
14600.628864840135;165661.51865262017;3077.924618473604;6893.367396994519;8170.635482148587;-15381.397650408466;-2021.000030159954;-2277.173373362228;109981.69153710504;10116.891278849993;11701.3617397978;11561.842150907774;-6010.04880786524;33303.20516862931;7141.091780792687;7323.124387636708;
14517.368616744116;165747.79638621764;2958.2980821488004;6791.86812542297;8081.720242705374;-15465.686078749428;-2301.290905629505;-2562.783964012142;109909.51775425885;10075.115868463025;11741.907804239727;11591.033529166405;-6069.727965560909;33564.98879968987;7662.736792890644;9157.017964961287;
14594.437431626015;165678.1483504949;3071.9343509595815;6890.394614981964;8174.390575217078;-15374.3792026495;-2043.7317542710014;-2284.9741321771303;110011.59817118624;10123.86502312005;11693.3598152828;11564.412601520135;-6002.628028706077;33273.03031361465;7101.216268684419;7240.199415707519;
14520.721378412412;165720.862534149;2961.1367536946245;6792.695139967816;8069.247969299313;-15474.559721298185;-2280.3920245637923;-2552.2115888847816;109891.36813776114;10074.042984729169;11754.201263690145;11596.688520513597;-6066.464610870435;33600.617480351626;7693.828069427976;9172.127744213074;
14576.287815128306;165691.7605628682;3047.593301247752;6887.622998669505;8161.784191344284;-15374.535664860687;-2081.7520715894784;-2306.8117865099653;110003.43978446005;10110.81160435815;11665.107210291293;11539.71392389702;-6026.723209228899;33235.971121307746;7076.070556172199;7270.955416078022;
14534.691218696978;165705.79745838614;2978.3252451807557;6802.574611017062;8076.735803691841;-15473.933872453437;-2249.3454515153708;-2533.190254353315;109885.24375978038;10082.156667966447;11775.658938367242;11612.245334654492;-6058.932072988996;33627.461925442454;7701.941752665252;9132.229880360352;
14556.752390474367;165702.89173160694;3023.945155614037;6864.354832691531;8153.290528451268;-15390.584217379597;-2134.4127815261822;-2354.376298710859;110001.02579605888;10098.004054785259;11645.840006570817;11523.553612655833;-6044.761067004331;33207.40559189387;7068.5156665463055;7345.8337600033;
14561.35684983216;165695.22508325876;3002.1969082590235;6822.646477537928;8087.308178819201;-15460.589881013619;-2207.793558572955;-2497.695684158288;109889.53529471581;10092.90785704945;11792.310987986444;11624.091759215804;-6034.345154088158;33640.604751182174;7692.978703138674;9014.726759758802;
14539.407436777048;165708.94905435434;2999.984085557948;6849.647384839939;8140.013592244815;-15399.077880272614;-2181.083223948863;-2390.2508485616268;110012.17931654207;10097.109985007046;11639.805035567884;11522.324266710792;-6051.645404296566;33211.652423340376;7094.667207559015;7471.964653964598;
14569.06820166924;165675.24262371572;3018.334867755755;6836.348096889031;8094.103109133614;-15454.44315128841;-2159.938473694143;-2458.1554482168494;109880.66165216705;10093.399595427465;11790.724014130117;11621.610715581264;-6033.495787798856;33638.48133545892;7663.116772546384;8863.673670729837;
14520.453157478949;165720.97429287128;2976.023015501859;6832.101265442523;8124.6802955484745;-15409.985531566803;-2223.3056692249384;-2425.365439100914;110003.75270888243;10089.398633169965;11627.422169139645;11513.964714284506;-6073.661872585043;33219.72140308874;7133.26867023333;7661.865074856887;
14588.201294922985;165661.36219040898;3042.4524000230313;6851.3908209074525;8107.782376740262;-15441.233270315322;-2116.08435107283;-2417.0505901635397;109887.76950690383;10101.42387168692;11793.450926953665;11624.404683638179;-6019.7494649588425;33618.34241370468;7613.250030666594;8655.645985084295;
14517.748596399857;165736.48640352327;2962.030823472837;6818.82432923607;8120.612278057609;-15419.350912493577;-2264.052899366963;-2462.849314552464;109995.99665355643;10080.212066198834;11629.88086102973;11511.729539838976;-6075.852343541664;33242.117851032956;7193.506621540382;7894.479679403267;
14601.455879384981;165648.75580653618;3054.947025173548;6865.517123403207;8122.17690016948;-15429.632714943018;-2080.545077388892;-2378.4491274892243;109909.22718158094;10115.661932904952;11802.771604391528;11628.517404617955;-5999.14115657105;33594.537805859785;7544.5631199554355;8400.277304682411;
14505.321026482705;165748.06460715111;2951.994890212404;6810.06244540959;8114.756121010319;-15422.81543288415;-2294.697141015189;-2496.2428207686926;109980.10456324871;10075.317034163123;11635.960535521572;11511.841298561252;-6082.826087811719;33284.87673817596;7265.903921831122;8144.148664969047;
14611.447109156503;165646.5429838351;3075.8906097281706;6885.276065501698;8137.309031165723;-15408.510316432754;-2040.580158302803;-2335.7796473240433;109921.02890265333;10124.133244053513;11796.423708966222;11627.332762161823;-5994.179069301971;33559.95965718742;7474.333938876861;8149.3342696826785;
14495.77683160029;165747.3269995841;2931.475988802432;6793.544506257118;8092.136155621548;-15443.110816849568;-2329.5882141099232;-2535.9618706657734;109975.209531213;10076.99341499727;11653.014916540971;11528.068665035804;-6088.212858225448;33335.83871553406;7350.438219361094;8391.023682477913;
14618.599667382201;165645.93948673483;3080.4727173415085;6885.387824223974;8136.794941043251;-15412.757147879262;-2031.9747366875097;-2322.3909523953143;109934.23878362642;10119.819357373639;11772.753211588051;11609.026683452927;-6007.008970619318;33499.27467099127;7386.759804100968;7901.22990622877;
