-154850.96333634417;40826.06474471864;-24745.951562637278;-17833.00403749991;-200.89747916429988;-8836.18102504981;-26350.9185732506;-7029.087189327144;-20596.752535909716;-31373.02027619127;23131.954447264012;-27126.859382016588;-11373.39459340508;-15410.946656578382;-34164.082606325464;-29023.673119982854;
-155135.1657670934;40479.34448472792;-24662.378390118887;-17758.259804041365;-163.54771417948177;-8860.075039872532;-26340.949695223535;-7116.102530491654;-20628.246143847246;-31402.748096316827;24033.13208021308;-27169.953545326418;-11415.728797403432;-15449.592822741608;-34207.065010913015;-29069.203623438316;
-155147.28041258818;40748.906522858924;-24746.331542293017;-17832.24407818843;-200.71866520865743;-8845.255833298665;-26352.662009318115;-7194.1324703851315;-20593.80210564162;-31367.49939531081;23078.24320533791;-27122.903123247997;-11364.230378178403;-15402.832973341105;-34154.42665272077;-29013.056041366584;
-154913.86114524142;40569.869049771914;-24671.78847453457;-17764.875920400133;-172.53311545051523;-8864.388926552407;-26349.26454416091;-6965.138848440511;-20644.38410334398;-31419.243683724846;24075.77920863381;-27184.57158620019;-11428.916326632063;-15467.29540435021;-34223.717060532224;-29074.121007218484;
-155451.688820325;40664.1487078844;-24739.491908489694;-17826.074996718766;-197.58942098491443;-8839.377324506919;-26338.714520778005;-7368.185504458607;-20589.376460239466;-31375.791892503727;23049.185937546008;-27110.162628908474;-11355.692011796476;-15401.827144840616;-34145.79887936102;-28996.046363836096;
-154719.6691894137;40659.65600724888;-24687.2782334421;-17782.33263281973;-186.86058364636705;-8874.894246446402;-26357.601744842737;-6849.535626117662;-20661.66200180793;-31433.526448431785;24061.451740437955;-27203.302348053738;-11435.912422646574;-15478.448924833408;-34238.603322339455;-29078.52430087618;
-155715.3499979198;40575.50168937465;-24728.628960684415;-17816.776671025356;-187.21821155765195;-8842.08188558601;-26316.563942022796;-7516.109349263829;-20585.688422404342;-31381.69275303993;23061.27823129633;-27104.12765790554;-11362.017555477329;-15404.91168557545;-34147.69877763972;-28995.822846391544;
-154505.09244264275;40748.68300541437;-24699.571692892518;-17791.42979281304;-192.11324359336422;-8880.19160988231;-26353.869003518703;-6699.75658652265;-20654.107112182035;-31432.23004725338;24038.720016326908;-27199.39079277406;-11449.032896641838;-15483.790991758227;-34246.76170906564;-29089.163731236906;
-155932.34073309193;40496.93530761424;-24701.672756871314;-17789.08285964523;-167.23575201460744;-8832.068304070033;-26325.191715382545;-7621.386065648326;-20576.524207177667;-31370.36041860109;23117.403461623606;-27103.054774171684;-11357.01076471934;-15397.669720371929;-34139.473335680166;-28994.92877661333;
-154368.27741483183;40829.864541276045;-24702.142143504876;-17795.09547890371;-191.66620870425805;-8870.356842321973;-26359.613401843715;-6612.204803491212;-20646.015780689213;-31415.063907511703;23981.097219121126;-27197.043859606252;-11438.59463198121;-15469.508227051287;-34233.90945600384;-29083.48638814526;
-156104.42681365335;40415.68671651921;-24693.02263176711;-17779.918644418554;-161.4019467117723;-8837.455074483762;-26322.442450814542;-7699.95244740873;-20574.49019843223;-31371.500357568308;23203.54708475436;-27095.58929152361;-11355.334383885192;-15392.57352263612;-34131.627873376354;-28985.473988708734;
-154250.5060732968;40892.851757151104;-24728.718367662237;-17816.731967536445;-208.27355483455122;-8879.319891848552;-26368.084712992277;-6530.084494362413;-20649.346190613054;-31414.415706922497;23904.564846106154;-27194.09342933815;-11437.521748247356;-15466.758962483284;-34231.16019143584;-29082.36880092249;
-156194.3702333415;40341.56833190541;-24692.486189900184;-17788.27819684484;-176.2435050300962;-8860.119743361443;-26335.92055272109;-7729.456750089736;-20590.94108235134;-31380.239889650333;23306.78979239342;-27102.27246311575;-11358.262462408837;-15401.134240762502;-34138.37810020186;-28989.31848875505;
-154186.26715973226;40949.60283632312;-24729.16540255134;-17821.112909449686;-206.91009842277748;-8870.736821977714;-26372.197433972055;-6490.588961909886;-20650.195556902356;-31414.438058666954;23801.27743497818;-27191.47827523688;-11433.543137734312;-15469.597634029107;-34233.41771762582;-29077.741989820242;
-156267.75101038828;40308.80067453393;-24656.41047434932;-17752.56010920526;-146.5380366489931;-8834.12466455992;-26318.01680541239;-7759.832770804498;-20578.64762290092;-31372.483834324343;23407.238531975574;-27089.04023039821;-11354.015630962329;-15400.530743662208;-34135.1594490003;-28979.729590383722;
-154257.0104309333;40991.04297054326;-24719.55415243556;-17810.33936862223;-191.73326393762397;-8849.904996145367;-26330.60083754073;-6543.964927669159;-20621.093585621547;-31388.89001475454;23655.700523340765;-27157.23540273135;-11405.938733332006;-15445.055418617181;-34205.455685312234;-29051.83631799654;
