Año;Mes;Dia; Hora
2020;09;20;10-45-10
CH1 ;CH2 ;CH3 ;CH4 ;CH5 ;CH6 ;CH7 ;CH8 ;
-1;-2;-12;-4;-6;0;0;0;
-4;-5;-3;-1;1;-1;-2;-2;
1;2;8;1;2;1;0;3;
-1;-1;-7;1;0;-1;-1;1;
-3;0;5;1;-1;1;-2;-1;
-1;-5;-9;1;-3;-2;-3;-1;
-1;-1;-5;-1;-2;0;1;-1;
1;0;8;0;3;3;2;1;
1;-1;4;7;-1;-2;0;2;
-1;1;2;2;1;-1;0;-1;
0;5;-6;-2;1;-1;-3;-1;
-1;-9;0;-2;-5;-2;-3;-1;
-2;0;-2;5;4;-1;1;-2;
1;0;5;0;-1;-2;0;0;
-3;0;-3;-2;-1;2;-1;-2;
-2;-3;2;1;1;0;-1;-2;
-2;-2;-4;-1;-5;-2;-2;2;
0;0;-2;0;3;-2;-3;-2;
1;2;-4;-5;-3;-3;-1;0;
-2;-6;-5;6;3;2;1;-1;
0;8;5;-5;-2;-2;0;0;
-1;-2;11;1;1;2;2;2;
0;-3;-4;-5;-2;-2;-3;-3;
-2;-2;-5;-7;-6;-3;-2;-4;
-1;-2;2;6;2;1;1;0;
-3;-4;-7;0;-1;-1;-2;-2;
-1;1;0;0;-1;-1;-3;-1;
1;0;7;-3;-3;-2;-2;-1;
-1;-3;-2;1;0;0;-1;-1;
-2;-3;6;-4;-2;-3;-1;-1;
-2;1;-4;5;1;0;1;-2;
0;2;-2;1;1;0;1;-1;
2;-3;-4;1;-1;-2;0;0;
-3;-4;-6;-5;-3;1;-1;-2;
-1;-1;0;5;2;-1;-1;0;
-3;-1;-4;0;-3;-1;-2;-2;
1;4;6;0;-1;-1;1;0;
0;-6;-2;-1;1;-2;0;1;
2;-1;2;-2;-3;-1;-2;-2;
-2;-4;-5;-6;-1;-1;0;1;
-2;4;-2;0;-4;0;-1;-1;
-1;0;1;1;4;0;-1;0;
-1;-4;-11;-10;-4;-5;-2;1;
0;1;15;6;-2;-2;3;0;
2;-2;0;-3;-2;0;-2;1;
0;0;-2;0;1;-1;-1;2;
-5;-3;-4;-2;-1;0;-3;-6;
-2;0;-3;-3;-1;-1;-2;0;
1;-1;-1;2;-1;-1;-1;-1;
-1;-3;-8;-9;-4;-1;-1;0;
3;3;7;2;4;1;-2;1;
-2;-3;2;1;0;3;0;-1;
0;3;4;7;-2;-2;0;-1;
-1;-3;-18;-4;-1;-1;0;-2;
-2;4;23;7;-2;-1;0;1;
0;-4;-7;-6;-1;-1;-2;-2;
0;0;-6;1;1;-2;-1;0;
1;0;3;8;-2;-3;-2;1;
-1;-3;-8;-2;-1;0;-1;-2;
-3;-6;2;2;3;0;-2;-2;
-2;2;1;-2;-4;0;1;-1;
-1;2;3;-1;2;0;0;-3;
0;2;1;1;-1;0;0;0;
-1;-2;-8;-7;1;1;-2;1;
-2;-4;-5;-4;-2;-1;-2;-3;
1;-1;7;3;1;-1;-2;0;
0;-1;-4;-10;-8;-4;-2;1;
-2;-2;-6;-1;1;0;0;-1;
-7;-2;-2;-2;-2;-2;-3;-5;
-2;-4;3;-3;-4;0;0;-1;
0;-2;-4;-1;2;-1;0;1;
0;-1;0;-1;-1;-1;-1;0;
-2;1;4;2;-1;-2;-1;-1;
-1;-2;-6;1;1;-1;-1;-1;
-1;4;-6;-6;-5;-1;-1;-1;
0;-8;4;-3;0;0;1;2;
1;4;7;8;4;2;-1;-1;
1;-1;5;-1;-1;0;3;1;
-2;0;-6;-1;-2;-3;-3;-2;
1;0;0;-9;-3;1;1;0;
-3;-1;0;-2;-1;-2;-1;-1;
0;0;-5;-2;0;0;-1;-2;
-1;2;-1;0;-1;-4;-2;-2;
2;-2;-4;-6;0;2;2;0;
-3;-1;6;8;2;0;-1;-2;
-3;-5;-6;-9;-6;-4;-1;-2;
-1;-4;-7;2;1;-1;-2;0;
-1;-2;-1;0;-1;-3;-1;-1;
0;2;1;-1;-1;0;-1;1;
-4;-4;0;4;5;2;1;-2;
1;1;-2;1;0;1;1;1;
-4;-2;-7;-5;-2;-1;-3;-2;
1;-4;-4;-4;-1;-2;-2;0;
-1;-1;2;2;-1;-1;-1;0;
-3;-1;-1;1;-1;-2;-3;-2;
-1;1;3;0;-2;-2;0;-3;
-1;-1;0;-3;0;-1;0;-1;
1;1;0;0;-1;0;0;-1;
-1;-1;-7;-7;-6;-2;-3;-2;
0;0;0;-4;-1;1;-1;1;
0;0;5;11;4;2;3;1;
0;2;0;-2;-2;-2;-1;0;
0;-5;-5;1;0;0;-1;-1;
-3;-5;-5;-8;-4;-1;0;-2;
-1;1;-10;-6;-4;-3;-2;-2;
0;-1;4;6;3;0;0;0;
1;4;-7;1;-2;-1;1;-1;
-1;0;13;8;2;0;-1;1;
-1;-2;-3;-4;-2;0;0;0;
0;-1;-5;-2;-1;-2;0;-1;
-1;-2;7;12;2;-2;1;0;
-4;-1;-5;-3;0;1;0;-3;
0;-1;-4;-5;-3;-1;-1;1;
-5;-2;-2;-2;-2;-3;-2;-3;
1;-2;-8;-10;-6;-4;-3;0;
1;2;0;2;1;-1;0;2;
0;-2;1;-4;0;0;1;-1;
-1;1;5;1;0;-2;-2;0;
-1;2;-2;-4;-5;-1;0;-2;
-2;-3;-4;3;2;1;-2;-2;
-1;-2;0;-1;-4;-4;-2;-1;
-2;-2;1;0;0;1;0;0;
-3;0;-2;-1;-2;-1;-1;-2;
0;-2;-1;-3;-3;-3;0;-2;
0;0;-1;-1;0;1;-1;-1;
-1;-1;3;-1;-1;-2;-2;0;
-3;0;-8;-1;1;-1;-2;-3;
-2;-2;1;1;-3;0;-1;0;
-2;-1;-1;-3;0;2;0;0;
2;1;5;2;-2;-2;0;0;
-2;0;-6;-1;1;-1;1;0;
0;-2;-7;-5;-2;-2;-3;-3;
1;1;10;3;-1;-2;0;0;
-2;-1;7;10;1;2;0;-3;
0;-4;0;0;3;-1;-1;0;
-1;3;-2;-6;-3;-3;-1;-2;
0;-3;-12;-6;-2;-3;-3;-2;
2;-2;9;-2;-2;0;1;1;
-1;4;-4;-4;-2;-1;-1;-1;
-4;-13;-6;-1;-3;-1;-1;-2;
3;4;14;10;0;-2;-2;-3;
-3;-5;-9;-3;2;0;-1;-2;
0;-1;-8;-8;-5;-3;-1;-1;
0;2;-3;-6;-2;-1;0;0;
-1;1;-1;3;1;-1;-1;-1;
1;0;-6;1;3;2;0;-1;
-1;-1;2;-3;-3;0;0;-1;
-2;0;5;2;0;-1;-1;1;
0;1;-4;-1;3;-1;0;0;
1;-4;-1;-1;-1;-1;0;0;
-1;-2;1;5;-2;0;-2;-1;
-2;-5;-11;-12;-1;0;3;0;
-2;0;0;0;-1;-3;0;0;
-1;0;3;5;-1;1;1;-2;
1;3;3;0;-1;-1;-2;-1;
-4;-6;-4;-1;0;-1;-2;-2;
-4;-1;-5;-6;-3;-2;0;-1;
-1;-1;1;3;2;0;-3;-1;
0;-1;-1;-1;-1;-2;-2;-2;
1;-2;-8;-2;-2;0;-2;2;
1;1;16;2;1;0;-1;-2;
-3;-3;0;1;0;1;-1;-2;
-3;3;-2;-5;-1;-2;-1;-1;
-2;5;3;2;0;0;-2;-3;
-1;-12;-12;-4;-2;-3;-2;-1;
2;1;1;-7;-6;-4;-2;-1;
2;0;-3;2;6;2;1;0;
-3;1;2;-1;1;-1;0;-2;
-2;0;-3;-9;-4;-3;-2;-2;
-1;-1;3;6;1;1;-1;1;
-1;-2;2;-2;-4;-4;0;0;
-2;-1;0;2;-1;0;-2;-4;
0;1;-3;-4;2;2;0;0;
0;-3;-5;-1;-3;0;0;-1;
0;-4;-3;-2;-1;-2;1;-2;
-5;-3;2;3;0;-1;-1;-3;
-1;-2;-5;-7;-3;-2;0;-1;
0;-4;-2;3;2;0;0;-1;
-2;-1;1;-1;0;-2;-1;-2;
2;0;-5;-2;0;0;0;1;
-1;3;-1;-3;-1;-1;-1;-2;
-2;-2;5;0;-5;-2;-2;-3;
-3;-2;-3;-4;-4;-1;-2;0;
-1;0;-11;-4;-1;-1;0;0;
-2;0;9;9;2;-2;-2;0;
2;-1;-2;-5;-2;0;1;1;
-3;-2;-2;-2;-4;-2;-1;-1;
0;0;-1;1;1;1;0;0;
-1;-1;0;-6;-2;-1;-1;-1;
-2;-2;-9;1;1;-1;-2;-1;
0;-1;2;-1;-4;-1;-2;0;
-3;-4;-9;2;-2;-2;-2;-2;
0;2;-6;-11;1;-2;0;-1;
-3;-2;9;2;-1;0;1;0;
-3;-2;-6;-3;0;0;-2;-1;
5;0;-3;1;1;-1;-2;0;
-2;-3;-2;1;-2;-2;-3;-2;
-4;-2;-12;-7;-4;-4;-3;-3;
-3;-1;6;-3;-5;-2;0;-2;
-3;-2;-6;0;-1;1;0;-2;
-1;-1;0;1;0;0;-1;0;
2;0;-1;-1;2;1;-1;-1;
0;-1;-1;-2;-5;-4;-1;-2;
-2;-1;-6;-2;4;0;-3;-1;
-2;-1;0;-1;-1;-2;-2;-2;
1;1;-2;-2;-2;-1;0;1;
1;2;0;1;0;1;0;-1;
-1;-2;-5;-4;-2;-1;0;0;
-1;-2;-1;2;0;1;-1;-2;
0;-3;-1;2;-1;-1;-1;-1;
-5;-2;5;-6;-3;-2;-2;-2;
0;-2;-8;-6;-4;-2;0;-1;
1;3;12;9;4;2;1;2;
-1;1;1;5;-1;-1;-1;-3;
